Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
NVDA,https://www.tradingview.com/chart/?symbol=NVDA,NVIDIA Corporation,Technology,212.425,5145024790528,85.2,214.5,16.07,-9.78,48.47,207.41,189.19,True,True,True,HIGH CONVICTION DIP BUY,True,70.25,POSITIVE,5,"SpaceX just took Palantir's top spot with one of the most excessive valuation multiples in megacap tech | Why the biggest ""Magnificent 7"" stocks have one giant headwind coming right at them | The Best Vanguard ETF for Your Next $1,000 Investment",32.53,16.69,46335873024.0,6.555,114.29,62.97,97.32,BUY SIGNAL
CIEN,https://www.tradingview.com/chart/?symbol=CIEN,Ciena Corporation,Technology,453.9,64229642240,39.5,2383.3,24.74,-23.3,26.9,522.62,304.94,False,True,True,NO CLEAR ENTRY,False,65.47,POSITIVE,5,Can the Colt Tie-Up Fuel Ciena's Quantum-Secure Expansion? | Ciena (CIEN): AI-Driven Connectivity Demand Is Turning Into Stronger Revenue Visibility | Ciena Corporation (CIEN) Taps Debt Market to Enhance Supply Chain Capacity and Return Value,151.76,47.17,700927872.0,54.649,15.46,7.87,75.29,BUY SIGNAL
FFIV,https://www.tradingview.com/chart/?symbol=FFIV,"F5, Inc.",Technology,396.525,22371641344,11.0,4.0,39.75,8.76,49.68,350.03,298.24,True,True,True,BULLISH TREND,False,60.18,POSITIVE,5,"Assessing F5 (FFIV) Valuation As Shares Trade Near Estimated 3% Intrinsic Discount | F5 Positioned for Extended 'Refresh Plus' Growth Cycle, RBC Says | DOCU vs. FFIV: Which Stock Should Value Investors Buy Now?",32.53,22.42,759182528.0,7.12,20.34,21.96,75.26,BUY SIGNAL
APP,https://www.tradingview.com/chart/?symbol=APP,AppLovin Corporation,Communication Services,520.06,174708703232,59.0,113.1,14.73,7.19,51.01,486.89,542.14,True,False,False,NO CLEAR ENTRY,False,58.59,NEUTRAL,5,Roku For Sale? JPMorgan Sees Comcast As The Most Logical Buyer | Is Trending Stock AppLovin Corporation (APP) a Buy Now? | Esquire Financial Holdings And 2 Insider Picks For Growth Potential,45.3,23.72,3180097280.0,162.888,266.44,64.29,75.14,BUY SIGNAL
CDNS,https://www.tradingview.com/chart/?symbol=CDNS,"Cadence Design Systems, Inc.",Technology,395.645,109125214208,18.7,23.0,35.16,12.13,55.02,347.41,325.74,True,True,True,BULLISH TREND,False,56.65,NEUTRAL,5,"Stifel Raises Price Target for Cadence Design (CDNS) Following Intel Foundry Partnership | Why Wall Street Loves Cadence Design Systems Stock Here | Is Cadence Design Systems, Inc. (CDNS) A Good Stock To Buy Now?",92.66,42.16,1499152256.0,46.992,20.66,21.18,75.08,BUY SIGNAL
BLK,https://www.tradingview.com/chart/?symbol=BLK,"BlackRock, Inc.",Financial Services,1050.285,171037360128,27.0,45.9,11.97,-4.33,44.69,1037.9,1059.07,True,False,False,NO CLEAR ENTRY,False,50.26,NEUTRAL,5,Are You Looking for a High-Growth Dividend Stock? | BlackRock (BLK) Stock After Recent Pullback Is The Current Price Still Reasonable | Money-Market Funds Are as Appealing as Ever. Just Don’t Back Up the Truck.,26.44,17.3,7082375168.0,23.635,11.9,24.4,74.72,WATCHLIST
HST,https://www.tradingview.com/chart/?symbol=HST,"Host Hotels & Resorts, Inc.",Real Estate,24.795,17201934336,2.8,105.3,33.94,15.11,69.71,21.96,18.73,True,True,True,BULLISH TREND,False,61.85,POSITIVE,5,Top 3 Dividend Stocks To Consider In June 2026 | Host Hotels & Resorts vs. MGM Resorts International: Which Destination Hotel Stock Is a Better Buy in 2026? | 8 Dividend S&P 500 Stocks Yield Enough To Still Be Worthwhile,16.87,24.8,1190875008.0,80.482,14.87,16.37,74.6,WATCHLIST
WELL,https://www.tradingview.com/chart/?symbol=WELL,Welltower Inc.,Real Estate,214.38,151333945344,38.3,157.9,2.35,-1.55,46.71,210.11,192.99,True,True,True,BULLISH TREND,False,68.07,POSITIVE,5,"Welltower 'Well Positioned' to Capitalize on Seniors Housing Demand, RBC Says | How Investors Are Reacting To Welltower (WELL) Raising Its Planned Quarterly Dividend To $0.85 | FVR or WELL: Which Is the Better Value Stock Right Now?",103.07,63.8,2600212736.0,44.486,3.67,11.96,74.4,WATCHLIST
SPG,https://www.tradingview.com/chart/?symbol=SPG,"Simon Property Group, Inc.",Real Estate,216.275,82180087808,19.3,16.4,15.48,7.81,68.46,201.78,185.83,True,True,True,BULLISH TREND,False,53.18,NEUTRAL,5,"Jim Cramer on Simon Property Group: “Terrific Record, Buy It” | W.P. Carey Announces Dividend Hike: Is the Increase Sustainable? | How Simon’s Adidas Soccer Events and Outlet Push Will Impact Simon Property Group (SPG) Investors",15.03,32.25,2494690560.0,457.473,113.59,70.59,74.25,WATCHLIST
STLD,https://www.tradingview.com/chart/?symbol=STLD,"Steel Dynamics, Inc.",Basic Materials,273.47,39424892928,19.1,93.1,57.4,16.53,67.68,233.39,181.41,True,True,True,BULLISH TREND,False,68.08,POSITIVE,5,Here's How Much You'd Have If You Invested $1000 in Steel Dynamics a Decade Ago | June 2026's Noteworthy Stocks Estimated Below Intrinsic Value | Why Steel Dynamics (STLD) Outpaced the Stock Market Today,29.3,15.27,-31788876.0,45.994,15.25,7.22,74.15,WATCHLIST
TRV,https://www.tradingview.com/chart/?symbol=TRV,"The Travelers Companies, Inc.",Financial Services,307.08,65298927616,1.0,357.6,1.22,3.38,53.38,299.42,286.89,True,True,True,BULLISH TREND,False,77.07,POSITIVE,5,Stocks Rally on Hopes for a Near-term US-Iran Interim Peace Agreement | Stocks See Support from Hopes for a Near-term US-Iran Peace Agreement | Stocks See Support from Hopes for a Near-term US-Iran Agreement,9.16,10.75,13304375296.0,28.975,25.27,15.54,74.02,WATCHLIST
CVNA,https://www.tradingview.com/chart/?symbol=CVNA,Carvana Co.,Consumer Cyclical,68.635,75281317888,52.0,11.9,12.16,-1.29,47.5,72.05,73.64,False,False,False,NO CLEAR ENTRY,False,66.29,POSITIVE,5,"Jim Cramer Notes “Carvana Was a Great Buy for Us” | Morgan Stanley updates jaw-dropping Carvana stock price target | Carvana's Latest Receivables Securitization Looks 'Slightly Less' Favorable, RBC Capital Markets Says",39.9,31.72,196750000.0,121.351,60.17,6.4,73.7,WATCHLIST
TEL,https://www.tradingview.com/chart/?symbol=TEL,TE Connectivity plc,Technology,216.245,63121006592,14.5,7150.0,6.7,5.03,56.33,214.06,220.3,True,False,False,NO CLEAR ENTRY,False,59.71,NEUTRAL,5,Is Defense Becoming a Long-Term Growth Driver for Amphenol? | TE Connectivity (TEL) Is Down 5.9% After AI Data Center Revenue Outlook Jumps - Has The Bull Case Changed? | TE Connectivity (TEL) Upgraded to Buy: Here's Why,22.11,17.1,2322249984.0,43.798,22.72,15.54,73.63,WATCHLIST
IVZ,https://www.tradingview.com/chart/?symbol=IVZ,Invesco Ltd.,Financial Services,29.41,13037353984,14.1,35.0,28.7,6.89,61.53,26.34,24.87,True,True,True,BULLISH TREND,False,47.74,NEUTRAL,5,US Bonds Rally as Traders Trim Fed Rate-Hike Bets on Iran Deal | Should Invesco S&P Ultra Dividend Revenue ETF (RDIV) Be on Your Investing Radar? | Should You Invest in the Invesco Dorsey Wright Industrials Momentum ETF (PRN)?,,9.85,861862528.0,14.829,-1.54,-3.69,73.62,WATCHLIST
META,https://www.tradingview.com/chart/?symbol=META,"Meta Platforms, Inc.",Communication Services,596.99,1515413307392,33.1,62.4,-4.85,-3.47,45.76,622.28,656.69,False,False,False,NO CLEAR ENTRY,False,61.8,POSITIVE,5,"SpaceX stock gains: What its IPO signals about its future success | If You Put $500 a Month into This Tech ETF Since 2016, You Could Retire Tomorrow | The Momentum Rally Is Back. Mag 7 Stocks Are Finally Joining the Party.",21.71,16.47,25558249472.0,35.608,32.93,32.84,73.54,WATCHLIST
ASML,https://www.tradingview.com/chart/?symbol=ASML,ASML Holding N.V.,Technology,1909.115,735806619648,13.2,19.2,39.09,20.49,68.83,1547.98,1247.59,True,True,True,BULLISH TREND,False,54.57,NEUTRAL,5,Forget ASML Holding: 1 Unstoppable AI Cash-Flow Machine to Buy Hand Over Fist After the Pullback | Chips Up 8.8% in One Week: 5 Semiconductor Names Breaking Into New Highs | Mistral AI weighs new funding at $23bn valuation,64.02,39.78,8243274752.0,12.989,52.24,29.71,73.27,WATCHLIST
GNRC,https://www.tradingview.com/chart/?symbol=GNRC,Generac Holdings Inc.,Industrials,269.755,15880121344,12.4,69.9,33.23,-2.44,47.86,246.35,194.32,True,True,True,BULLISH TREND,False,55.72,NEUTRAL,5,ERock IPO: A $1.3B Power Play Solution | 3 Industrials Stocks with Open Questions | Generac Holdings (GNRC) Announces Supply Deal with Major Data Center Operator,84.3,24.27,115297624.0,52.086,7.39,4.37,73.16,WATCHLIST
NTRS,https://www.tradingview.com/chart/?symbol=NTRS,Northern Trust Corporation,Financial Services,173.71,32144562176,13.9,42.6,27.86,6.22,56.8,163.04,141.82,True,True,True,BULLISH TREND,False,67.86,POSITIVE,5,Sector Update: Financial Stocks Advance Pre-Bell Monday | Here is Why Northern Trust Corp. (NTRS) is One of the Most Undervalued Quality Stocks to Invest In | What Makes Northern Trust Corporation (NTRS) a Strong Momentum Stock: Buy Now?,18.19,14.63,,,14.46,22.36,72.83,WATCHLIST
ALL,https://www.tradingview.com/chart/?symbol=ALL,The Allstate Corporation,Financial Services,222.05,57160318976,3.0,338.4,7.42,3.13,61.37,214.32,205.42,True,True,True,BULLISH TREND,False,52.78,NEUTRAL,5,Progressive Keeps Beating the Insurance Industry at Its Own Game. Can It Last? | Keefe Bruyette Downgrades The Allstate Corporation (ALL) Stock to Market Perform | MarketBeat Week in Review – 06/08 - 06/12,4.91,8.45,12428999680.0,23.719,45.22,17.81,72.82,WATCHLIST
NDAQ,https://www.tradingview.com/chart/?symbol=NDAQ,"Nasdaq, Inc.",Financial Services,91.36,51667808256,13.7,33.8,6.8,0.83,52.19,88.76,89.19,True,True,False,BULLISH TREND,False,41.58,NEUTRAL,5,"SpaceX Options Launch After $1.765 Trillion IPO Valuation | SpaceX's Nasdaq Debut Puts Bitcoin On 25% Of 'Mag8' Balance Sheets, Strategy’s Michael Saylor Says | Cathie Wood Goes All-In On SpaceX Debut, Dumps Rocket Lab Stock The Same Day",27.52,20.59,1559624960.0,79.058,16.2,35.28,72.78,WATCHLIST
MDLZ,https://www.tradingview.com/chart/?symbol=MDLZ,"Mondelez International, Inc.",Consumer Defensive,61.52,78970134528,8.2,41.3,8.56,0.9,51.43,60.31,58.27,True,True,True,BULLISH TREND,False,68.93,POSITIVE,5,"Mondelez Balances Human Rights Progress With New SOUR PATCH KIDS BESTIES | Wells Fargo Says Tight Cocoa Supplies Could Support Prices, Prefers Mondelez (MDLZ) | Is Mondelez International, Inc. (MDLZ) A Good Stock To Buy Now?",30.46,18.17,2847500032.0,83.793,10.16,6.64,72.76,WATCHLIST
AMAT,https://www.tradingview.com/chart/?symbol=AMAT,"Applied Materials, Inc.",Technology,591.125,469329248256,11.4,33.5,70.97,34.34,77.11,431.73,310.73,True,True,True,WATCH - OVERBOUGHT,False,43.55,NEUTRAL,5,"Applied Materials Stock And The Tell Hiding In Its Margins | Buy, Hold, or Sell: Applied Materials Surged Right Back Toward $500 Following a Brutal June Flush. Here’s Where I’d Buy | Wall Street Is Missing a Massive $500 Million AI Inflection: Here Is the 1 Unstoppable Tech Giant I’m Loading Up on Over and Over",55.71,36.35,3040375040.0,30.399,39.69,29.31,72.73,WATCHLIST
GD,https://www.tradingview.com/chart/?symbol=GD,General Dynamics Corporation,Industrials,359.025,97091190784,10.3,12.0,1.79,5.4,61.08,340.41,341.29,True,True,False,BULLISH TREND,False,55.86,NEUTRAL,5,Here’s What Lifted General Dynamics (GD) in Q1 | Street Calls of the Week | General Dynamics (GD) Stock After Strong Multi‑Year Run Are Recent Gains Justified By Cash Flows,22.59,19.77,5289500160.0,37.701,17.97,8.07,72.57,WATCHLIST
EQT,https://www.tradingview.com/chart/?symbol=EQT,EQT Corporation,Energy,51.59,32268410880,49.9,490.0,-19.55,-8.8,23.33,56.75,56.32,False,False,True,NO CLEAR ENTRY,False,52.78,NEUTRAL,5,"Devon Outperforms Industry in the Past Year: Buy or Hold the Stock? | Consolidation Wave Reshapes Energy Sector: 3 Stocks Vulnerable to Acquisition, Ranked | The Bull Case For EQT (EQT) Could Change Following Data Center‑Fueled Gas Demand Boosting Earnings – Learn Why",9.79,11.13,2503225856.0,20.816,13.4,35.07,72.52,WATCHLIST
IEX,https://www.tradingview.com/chart/?symbol=IEX,IDEX Corporation,Industrials,222.215,16447255552,8.9,27.8,17.64,5.49,64.52,209.21,186.85,True,True,True,BULLISH TREND,False,53.82,NEUTRAL,5,"Stanley Black's Engineered Fastening Growth Picks Up: More Upside to Come? | Is IDEX (IEX) Stock Outpacing Its Industrial Products Peers This Year? | Zacks Industry Outlook Highlights RBC Bearings, IDEX, Watts Water Technologies and Helios Technologies",32.92,24.07,525024992.0,46.915,12.75,14.38,72.51,WATCHLIST
KMI,https://www.tradingview.com/chart/?symbol=KMI,"Kinder Morgan, Inc.",Energy,31.67,70460235776,13.8,36.0,-4.04,-5.18,38.68,32.09,29.27,False,True,True,BUY THE DIP,False,80.77,POSITIVE,5,"Kinder Morgan's Q2 Likely to be Supported by Business Tailwinds, Monument Deal, UBS Says | Kinder Morgan Projects Monument Acquisition Into Next Phase Of Growth | Top Analyst Reports for Costco, Lam Research & KLA",21.26,21.02,1646875008.0,98.84,10.6,18.92,72.51,WATCHLIST
PTC,https://www.tradingview.com/chart/?symbol=PTC,PTC Inc.,Technology,114.83,13263529984,21.7,268.9,-26.36,-17.89,17.93,138.8,167.62,False,False,False,NO CLEAR ENTRY,False,53.86,NEUTRAL,5,"A Look At PTC (PTC) Valuation After New AI First Product Launches | Mazda Motor Settles on PTC Inc. (PTC)’s Codebeamer for Software-Defined Vehicle Development | PTC Faces A Target Cut, But An Emerging Trend Could Change The Narrative",11.03,13.28,986047232.0,35.78,34.4,41.58,72.11,WATCHLIST
HWM,https://www.tradingview.com/chart/?symbol=HWM,Howmet Aerospace Inc.,Industrials,271.255,108531154944,19.1,71.4,12.73,-0.41,57.13,253.98,221.77,True,True,True,BULLISH TREND,False,48.07,NEUTRAL,5,"Dow Jones Futures Rise, Oil Prices Dive As Trump Announces Iran Deal; SpaceX's Next Test | Howmet Aerospace (HWM) Stock Valuation Check After Q1 2026 Beat And Rising Institutional Support | Viking, Bloom Energy Lead Five Stocks Making Bullish Moves As Market Rebounds",62.94,45.08,1192749952.0,87.794,33.82,20.23,72.1,WATCHLIST
BNY,https://www.tradingview.com/chart/?symbol=BNY,BNY,Financial Services,143.955,98807701504,13.4,41.8,25.26,5.86,56.22,135.58,118.37,True,True,True,BULLISH TREND,False,57.48,NEUTRAL,5,1 Unpopular Stock That Deserves Some Love and 2 Facing Challenges | Is Bank of New York Stock Outperforming the Nasdaq? | Bank of New York Mellon Insiders Sold US$8.5m Of Shares Suggesting Hesitancy,17.86,14.89,,,13.47,28.72,72.0,WATCHLIST
CB,https://www.tradingview.com/chart/?symbol=CB,Chubb Limited,Financial Services,327.2,126907826176,10.2,78.7,-0.58,2.54,52.77,323.79,306.19,True,True,True,BULLISH TREND,False,46.99,NEUTRAL,5,Today’s AI market hits all 5 warning signs that preceded 2000 Nasdaq crash. | Chubb (CB) Gets Lower Price Target from Barclays Amid Margin Pressure Concerns | Will Strong Results And Bigger Buybacks Change Chubb's (CB) Capital Allocation Narrative?,11.57,11.19,12622624768.0,31.458,15.43,18.53,71.86,WATCHLIST
MSFT,https://www.tradingview.com/chart/?symbol=MSFT,Microsoft Corporation,Technology,399.73,2969368264704,18.3,23.4,0.16,-2.16,43.84,411.74,451.35,False,False,False,NO CLEAR ENTRY,False,57.84,NEUTRAL,5,"If You Put $500 a Month into This Tech ETF Since 2016, You Could Retire Tomorrow | The Momentum Rally Is Back. Mag 7 Stocks Are Finally Joining the Party. | Microsoft sued by shareholders over expenses, cloud business, AI",23.79,20.66,37011251200.0,30.271,34.01,39.34,71.83,WATCHLIST
BBY,https://www.tradingview.com/chart/?symbol=BBY,"Best Buy Co., Inc.",Consumer Cyclical,77.99,16437727232,1.9,37.9,25.9,37.6,74.81,64.59,68.65,True,True,False,WATCH - OVERBOUGHT,False,77.48,POSITIVE,5,Best Buy Leans Into Experiential Tech To Support Growth Narrative | Best Buy's (NYSE:BBY) Solid Earnings Are Supported By Other Strong Factors | 1 Cash-Producing Stock to Target This Week and 2 We Question,14.44,11.03,1143750016.0,134.09,39.1,2.73,71.6,WATCHLIST
MSCI,https://www.tradingview.com/chart/?symbol=MSCI,MSCI Inc.,Financial Services,613.13,44591468544,14.1,49.1,11.88,8.01,58.46,585.83,565.23,True,True,True,BULLISH TREND,False,49.29,NEUTRAL,5,South Korea’s stock rally shifts focus to potential MSCI market upgrade | Private market data sector seen reaching $30bn TAM by 2030 | Are Finance Stocks Lagging  Federal Agricultural Mortgage (AGM) This Year?,35.06,27.24,1206103936.0,,,40.74,71.44,WATCHLIST
V,https://www.tradingview.com/chart/?symbol=V,Visa Inc.,Financial Services,326.17,620320260096,17.1,35.5,5.4,1.14,49.72,319.23,328.23,True,False,False,NO CLEAR ENTRY,False,64.06,POSITIVE,5,Visa (V) Holds Steady Amid Macro Concerns | Digital Payment Update - Greece's Social Commerce Set For Major Growth By 2026 | AI Is Reshaping FIFA World Cup 2026: 5 Stocks Likely to Gain,28.41,21.95,20839749632.0,67.233,60.35,51.68,71.27,WATCHLIST
ARES,https://www.tradingview.com/chart/?symbol=ARES,Ares Management Corporation,Financial Services,138.22,45591400448,28.3,770.5,39.39,7.54,66.31,120.78,139.97,True,False,False,NO CLEAR ENTRY,False,60.91,POSITIVE,5,Should You Be Adding Ares Management (NYSE:ARES) To Your Watchlist Today? | Is Ares Management Corporation (ARES) A Good Stock To Buy Now? | Ares Record Pathfinder Fund Shapes Outlook For Alternative Credit And Shares,63.7,18.88,1757137152.0,168.762,14.18,10.54,71.27,WATCHLIST
MNST,https://www.tradingview.com/chart/?symbol=MNST,Monster Beverage Corporation,Consumer Defensive,92.88,90837393408,26.9,28.9,20.55,8.23,71.26,82.43,75.7,True,True,True,WATCH - OVERBOUGHT,False,52.73,NEUTRAL,5,"After Warren Buffett’s Successor’s Q1 Purge, Just 4 Stocks Make Up Over 50% of Berkshire Hathaway | Jim Cramer on Monster Beverage: “Buy It Into the Tsunami, It’ll Work” | Money Is Quietly Rotating Out of the AI Trade. These 3 Unexpected Stocks Just Hit All-Time Highs.",44.87,35.89,1684340480.0,1.082,26.65,23.11,71.22,WATCHLIST
WAB,https://www.tradingview.com/chart/?symbol=WAB,Westinghouse Air Brake Technologies Corporation,Industrials,269.9,45795913728,13.0,12.8,12.97,0.3,58.71,262.92,229.48,True,True,True,BULLISH TREND,False,57.37,NEUTRAL,5,Wabtec (WAB) Stock Valuation Check After Strong Recent Returns And Premium P/E Multiple | Is Now The Time To Look At Buying Westinghouse Air Brake Technologies Corporation (NYSE:WAB)? | Is Westinghouse Air Brake Technologies Stock Underperforming the Dow?,38.12,22.21,1123250048.0,62.03,11.31,10.52,71.04,WATCHLIST
EBAY,https://www.tradingview.com/chart/?symbol=EBAY,eBay Inc.,Consumer Cyclical,109.8,48751202304,19.5,7.1,20.45,-2.77,37.73,106.61,92.72,True,True,True,BULLISH TREND,False,61.2,POSITIVE,5,Payoneer to be acquired by Nuvei in $2.75B all-cash deal | Payoneer to be Acquired by Canada's Nuvei in $2.75 Billion Deal | 2 Value Stocks to Target This Week and 1 Facing Challenges,25.36,16.24,1200375040.0,163.327,42.88,17.61,71.0,WATCHLIST
AMP,https://www.tradingview.com/chart/?symbol=AMP,"Ameriprise Financial, Inc.",Financial Services,464.17,41727533056,9.0,66.0,6.11,-1.67,56.7,457.92,472.28,True,False,False,NO CLEAR ENTRY,False,55.46,NEUTRAL,5,Ameriprise (AMP): 10 Most Undervalued Quality Stocks to Invest In | So You Got an Allocation of SpaceX Shares. Now Do You Sell or Hold? | How Raymond James Financial's Stock Performance Compared to Other Financial Stocks?,11.57,9.74,3355624960.0,56.246,66.94,20.17,70.99,WATCHLIST
KEY,https://www.tradingview.com/chart/?symbol=KEY,KeyCorp,Financial Services,22.57,24361351168,11.8,33.3,20.22,8.13,63.21,21.44,19.76,True,True,True,BULLISH TREND,False,58.79,NEUTRAL,5,Regional Banks Stocks Q1 In Review: KeyCorp (NYSE:KEY) Vs Peers | KeyCorp (KEY) Is Up 2.02% in One Week: What You Should Know | Truist Expands CMBS Reach With Grandbridge Master Servicing Launch,13.85,10.51,,,9.98,27.02,70.95,WATCHLIST
MS,https://www.tradingview.com/chart/?symbol=MS,Morgan Stanley,Financial Services,219.68,346497941504,16.3,31.9,41.85,12.93,67.32,194.68,173.0,True,True,True,BULLISH TREND,False,56.61,NEUTRAL,5,"Western Digital, Seagate Stocks Keep Soaring. Why They’re Morgan Stanley’s Top Picks. | Fox Corp to acquire Roku in $22B deal | SpaceX Stock Jumps Again as Elon Musk Unveils Meteoric Revenue Target",19.9,17.28,,502.246,16.39,24.75,70.93,WATCHLIST
QCOM,https://www.tradingview.com/chart/?symbol=QCOM,QUALCOMM Incorporated,Technology,221.98,233966911488,-3.5,173.0,72.19,11.36,42.29,185.38,164.4,True,True,True,BULLISH TREND,False,59.0,NEUTRAL,5,"He Watched His $1M ETF Investment Crash to $200k. Then He Cashed Out at $7.5 Million | Robotics startup backed by Nvidia, Amazon and others raises $1.4B | Qualcomm (QCOM) Expands Into AI Infrastructure Through SLB Collaboration and ByteDance Chip Agreement",23.89,20.81,9589624832.0,55.979,36.08,22.31,70.87,WATCHLIST
CI,https://www.tradingview.com/chart/?symbol=CI,The Cigna Group,Healthcare,294.7698,77976166400,4.6,29.1,10.48,0.52,64.45,281.83,278.52,True,True,True,BULLISH TREND,False,57.61,NEUTRAL,5,"Mizuho Sees Improved Regulatory Stability, Raises Cigna (CI) Price Objective | Is Humana Stock Outperforming the Nasdaq? | These 12 Fortune 500 companies have survived wars, crashes, and over 200 years of U.S. history",11.79,8.81,6923375104.0,72.805,16.27,2.26,70.86,WATCHLIST
PLD,https://www.tradingview.com/chart/?symbol=PLD,"Prologis, Inc.",Real Estate,148.975,139596136448,8.3,65.2,12.01,4.43,54.09,142.24,129.49,True,True,True,BULLISH TREND,False,60.27,POSITIVE,5,"Prologis (PLD) Stock After 43% One-Year Rally Is The Price Still Justified | Is Prologis, Inc. (PLD) A Good Stock To Buy Now? | Prologis (PLD) Rises Higher Than Market: Key Facts",37.34,44.47,4854310400.0,60.934,6.84,39.65,70.82,WATCHLIST
