Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
WDC,https://www.tradingview.com/chart/?symbol=WDC,Western Digital Corporation,Technology,529.975,182672916480,45.5,482.9,96.32,28.4,63.33,398.16,230.4,True,True,True,BULLISH TREND,False,66.26,POSITIVE,5,"Can Western Digital Deliver Continued Gross Margin Improvement? | Sandisk's QLC Stargate Gains Traction: A New Revenue Growth Catalyst? | Sandisk Rockets 4000% on AI Memory Boom: Buy, Hold, or Take Profits?",31.68,30.09,2075000064.0,17.81,85.92,55.29,90.5,BUY SIGNAL
ASML,https://www.tradingview.com/chart/?symbol=ASML,ASML Holding N.V.,Technology,1613.26,621778894848,13.2,19.2,13.57,15.72,52.2,1454.1,1191.77,True,True,True,BULLISH TREND,False,67.93,POSITIVE,5,ASML vs. TSMC: Better Semi Stock to Buy Right Now? | After Three Years of Tracking the AI Capex Cycle These 3 Semiconductor ETFs Sit on Top of the Trade | Analysis-Huawei bets on speed over shrinking transistors to sidestep US chip sanctions,53.72,33.94,8243274752.0,12.989,52.24,29.71,72.88,WATCHLIST
PTC,https://www.tradingview.com/chart/?symbol=PTC,PTC Inc.,Technology,138.18,15960589312,21.7,268.9,-12.61,0.49,35.63,141.34,171.93,False,False,False,NO CLEAR ENTRY,False,63.29,POSITIVE,5,2 Profitable Stocks Worth Your Attention and 1 That Underwhelm | Autodesk's International Expansion Accelerates: Is Growth Durable? | Autodesk Enhances AI Capabilities: Can It Unlock More Revenues?,13.29,15.99,986047232.0,35.78,34.4,41.58,72.86,WATCHLIST
META,https://www.tradingview.com/chart/?symbol=META,"Meta Platforms, Inc.",Communication Services,625.04,1586616074240,33.1,62.4,-4.28,-6.59,58.65,618.38,665.79,True,False,False,NO CLEAR ENTRY,False,50.9,NEUTRAL,5,AI spending fervor is comparable to industrial push during World War 2 | Anthropic nears $1 trillion valuation ahead of its mega-IPO | A Strategy On Meta Stock Has A Large Profit Zone With Little Upside Risk,22.72,17.28,25558249472.0,35.608,32.93,32.84,72.67,WATCHLIST
DELL,https://www.tradingview.com/chart/?symbol=DELL,Dell Technologies Inc.,Technology,408.95,265764372480,39.5,57.3,167.28,98.94,84.26,215.38,153.39,True,True,True,WATCH - OVERBOUGHT,False,60.7,POSITIVE,5,"Tech stocks today: Dell stock soars on AI sales, Anthropic overtakes OpenAI as world's most valuable AI startup | Dell, Cisco: How 'throwback' tech stocks fit into the AI trade | This AI Stock On 60% Run Eyes New Entry As Earnings Surge",47.08,20.61,6606750208.0,,,5.23,72.61,WATCHLIST
LLY,https://www.tradingview.com/chart/?symbol=LLY,Eli Lilly and Company,Healthcare,1095.81,977179181056,55.5,169.9,7.83,28.96,77.76,953.01,934.51,True,True,True,WATCH - OVERBOUGHT,False,56.8,NEUTRAL,5,Eli Lilly's $1 trillion valuation cements its status as Wall Street's ultimate weight-loss play | LLY Stock Gains 4% to All-Time High: Is Obesity Access the Catalyst? | Lilly Reopens Zepbound Access For 10 Million US Patients,38.9,24.64,9156599808.0,139.015,107.46,34.99,72.54,WATCHLIST
HST,https://www.tradingview.com/chart/?symbol=HST,"Host Hotels & Resorts, Inc.",Real Estate,23.085,16015593472,2.8,105.3,18.43,9.62,61.3,20.8,18.26,True,True,True,BULLISH TREND,False,59.47,NEUTRAL,5,8 Dividend S&P 500 Stocks Yield Enough To Still Be Worthwhile | Top Dividend Stocks To Consider In May 2026 | 3 Dividend Stocks To Consider With Yields Up To 5.7%,15.7,23.09,1190875008.0,80.482,14.87,16.37,72.31,WATCHLIST
EQT,https://www.tradingview.com/chart/?symbol=EQT,EQT Corporation,Energy,55.185,34517004288,49.9,490.0,-10.22,-6.38,46.53,59.21,56.21,False,False,True,NO CLEAR ENTRY,False,49.75,NEUTRAL,5,Mizuho sees opportunity in U.S. oil & gas as Iran crisis reshapes outlook | Why Natural Gas Stocks Still Yield More Than Most Dividend ETFs | Which Pure-Play Natural Gas Stock Will Dominate Summer 2026? Four Names Ranked,10.47,11.86,2503225856.0,20.816,13.4,35.07,72.28,WATCHLIST
MSFT,https://www.tradingview.com/chart/?symbol=MSFT,Microsoft Corporation,Technology,443.2314,3292653682688,18.3,23.4,11.46,4.65,69.1,401.93,456.38,True,False,False,NO CLEAR ENTRY,False,55.73,NEUTRAL,5,"AI spending fervor is comparable to industrial push during World War 2 | 3 Brilliant Growth Stocks to Buy Now and Hold for the Long Term -- Including Nvidia, of Course | If You're Only Going to Buy 1 Tech Stock Before the Next Earnings Season, Make It This One",26.42,22.92,37011251200.0,30.271,34.01,39.34,72.26,WATCHLIST
SPG,https://www.tradingview.com/chart/?symbol=SPG,"Simon Property Group, Inc.",Real Estate,205.27,77998415872,19.3,16.4,2.2,2.59,56.18,198.09,185.54,True,True,True,BULLISH TREND,False,61.81,POSITIVE,5,"Scotiabank Raises its Price Target on Simon Property Group (SPG) | Realty Income's Scale Test: Can 15,571 Properties Cushion the Business? | Simon Property Group Dividend Increase Tests Earnings And Balance Sheet Strength",14.28,29.81,2494690560.0,457.473,113.59,70.59,72.24,WATCHLIST
CDNS,https://www.tradingview.com/chart/?symbol=CDNS,"Cadence Design Systems, Inc.",Technology,375.35,103527538688,18.7,23.0,23.73,13.76,57.85,321.99,323.09,True,True,False,BULLISH TREND,False,47.13,NEUTRAL,5,Blackbaud (BLKB) Down 18.2% Since Last Earnings Report: Can It Rebound? | Cadence Design Systems (CDNS)'s Technical Outlook is Bright After Key Golden Cross | Synopsys Was the Worst S&P 500 Stock Thursday Despite Earnings Beat With AI and Merger in Focus,87.29,39.99,1499152256.0,46.992,20.66,21.18,72.22,WATCHLIST
SMCI,https://www.tradingview.com/chart/?symbol=SMCI,"Super Micro Computer, Inc.",Technology,45.675,27469789184,122.7,326.0,43.5,73.54,73.44,28.66,35.98,True,True,False,WATCH - OVERBOUGHT,False,64.44,POSITIVE,5,"Dell’s Big Quarter Wasn’t Just About AI—Heard on the Street | Hewlett Packard Enterprise jumps as Dell’s AI-driven outlook boosts sector sentiment (HPE) | Super Micro Computer Rallies on Dell AI Demand Signal, Compliance Update",24.04,14.18,-7448383488.0,120.798,17.88,3.7,71.86,WATCHLIST
ARM,https://www.tradingview.com/chart/?symbol=ARM,Arm Holdings plc,Technology,354.16,378270777344,20.1,47.9,184.76,75.6,80.99,198.45,150.85,True,True,True,WATCH - OVERBOUGHT,False,58.05,NEUTRAL,5,Stock Price Prediction: Arm Holdings Has Limited Upside Despite 177% Rally | AMD Could Be the Biggest Winner in the Next AI Battle | S&P Futures Gain on Hopes for U.S.-Iran Deal; Dell Pops on Blowout Earnings,421.62,115.92,750499968.0,5.926,11.95,18.37,71.64,WATCHLIST
ARES,https://www.tradingview.com/chart/?symbol=ARES,Ares Management Corporation,Financial Services,129.225,42624430080,28.3,770.5,15.55,16.57,55.79,115.69,142.64,True,False,False,NO CLEAR ENTRY,False,56.78,NEUTRAL,5,"Sector Update: Financial Stocks Decline Late Afternoon | Sector Update: Financial Stocks Decline Thursday Afternoon | Scion Group, Ares Management Corp. partner for $910M student housing buy",59.55,17.65,1757137152.0,168.762,14.18,10.54,71.59,WATCHLIST
BBY,https://www.tradingview.com/chart/?symbol=BBY,"Best Buy Co., Inc.",Consumer Cyclical,76.97,16217208832,1.9,37.9,26.87,31.06,83.62,62.03,68.4,True,True,False,WATCH - OVERBOUGHT,False,77.43,POSITIVE,5,"Best Buy's Post-Earnings Rally Leaves Shares More Evenly Balanced, UBS Says | Retail Rally Sends Kohl's, Best Buy, Dollar Tree Up As Much As 18% | Best Buy downgrade, Dell upgraded: Wall Street's top analyst calls",14.25,10.94,989750016.0,133.831,39.1,2.73,71.59,WATCHLIST
APA,https://www.tradingview.com/chart/?symbol=APA,APA Corporation,Energy,36.08,12760274944,-11.9,32.2,14.68,-10.47,52.39,38.98,28.4,False,True,True,BUY THE DIP,False,68.24,POSITIVE,5,Stocks Settle Mixed on Conflicting US-Iran Signals | Stocks Mixed Awaiting Fresh Iran News | Stocks Finish Mostly Higher on Iran Peace Progress,8.41,8.44,1691250048.0,61.314,26.22,18.31,71.26,WATCHLIST
FIS,https://www.tradingview.com/chart/?symbol=FIS,"Fidelity National Information Services, Inc.",Technology,42.7995,22122168320,30.1,3040.6,-13.67,-7.4,46.08,45.76,57.74,False,False,False,NO CLEAR ENTRY,False,60.96,POSITIVE,5,"Why Fidelity National Information Services (FIS) is a Top Value Stock for the Long-Term | Here's Why Investors Should Stay Neutral on FIS Stock for Now | FIS, banks mull network uses",8.29,6.25,2446874880.0,132.328,17.22,23.35,71.18,WATCHLIST
NTRS,https://www.tradingview.com/chart/?symbol=NTRS,Northern Trust Corporation,Financial Services,166.18,30751152128,13.9,42.6,15.07,0.82,68.36,156.63,140.02,True,True,True,BULLISH TREND,False,69.32,POSITIVE,5,"2 Major Regional Bank Stocks to Buy on Favorable Industry Trends | 2 Sectors Where the Ultra-Wealthy Are Putting Their Money | Competition for a spot in the best funds is getting harder, not easier",17.4,14.0,,,14.46,22.36,70.85,WATCHLIST
SNDK,https://www.tradingview.com/chart/?symbol=SNDK,Sandisk Corporation,Technology,1683.25,249272090624,251.0,,171.9,58.17,57.99,1078.37,488.19,True,True,True,BULLISH TREND,False,54.82,NEUTRAL,5,"Memory chip stocks just starting to show 'climactic top' moves | Market Breadth Has Been Bad, But It’s Not Just Big Stocks Rallying | Can Western Digital Deliver Continued Gross Margin Improvement?",57.61,9.56,2259500032.0,1.503,39.3,34.19,70.84,WATCHLIST
BKR,https://www.tradingview.com/chart/?symbol=BKR,Baker Hughes Company,Energy,64.75,64226525184,2.5,132.5,0.21,-5.59,53.08,63.81,53.49,True,True,True,BUY THE DIP,False,58.2,NEUTRAL,5,Sector Update: Energy Stocks Mixed Late Afternoon | Sector Update: Energy Stocks Edge Higher in Afternoon Trading | Sector Update: Energy Stocks Advance Premarket Thursday,20.68,23.26,3151249920.0,82.935,17.18,11.17,70.71,WATCHLIST
NUE,https://www.tradingview.com/chart/?symbol=NUE,Nucor Corporation,Basic Materials,250.2,56980783104,21.3,382.1,39.03,12.51,73.03,205.02,168.64,True,True,True,WATCH - OVERBOUGHT,False,59.92,NEUTRAL,5,What Makes CF Industries Stock a Solid Investment Option Now? | Buy 5 Non-AI Stocks That Have Surged Year to Date to Tap Market Rally | Why Is Nucor (NUE) Up 6.7% Since Last Earnings Report?,24.85,15.85,-384100000.0,31.595,12.29,6.82,70.49,WATCHLIST
GNRC,https://www.tradingview.com/chart/?symbol=GNRC,Generac Holdings Inc.,Industrials,280.145,16491765760,12.4,69.9,21.6,10.76,56.22,231.37,190.37,True,True,True,BULLISH TREND,False,47.27,NEUTRAL,5,Why Is Generac Holdings (GNRC) Up 7.8% Since Last Earnings Report? | 3 Overrated  Stocks We Approach with Caution | A Look At Generac Holdings (GNRC) Valuation After Data Center Engine Upgrade Tailwind,87.27,25.25,115297624.0,52.086,7.39,4.37,70.38,WATCHLIST
AAPL,https://www.tradingview.com/chart/?symbol=AAPL,Apple Inc.,Technology,311.09,4569089703936,16.6,21.8,17.62,15.25,81.43,275.09,262.79,True,True,True,WATCH - OVERBOUGHT,False,51.33,NEUTRAL,5,"AI spending fervor is comparable to industrial push during World War 2 | Sell in May? You Would’ve Missed One of the S&P 500’s Best Mays Since the ‘50s. | RPG Investment Advisory Reduces Peabody Energy Stake, According to Recent SEC Filing",37.71,32.38,101090746368.0,79.548,141.47,27.15,70.36,WATCHLIST
IVZ,https://www.tradingview.com/chart/?symbol=IVZ,Invesco Ltd.,Financial Services,28.63,12691581952,14.1,35.0,10.42,12.53,61.75,25.4,24.48,True,True,True,BULLISH TREND,False,59.24,NEUTRAL,5,How to play the ETF market without touching tech: Chart of the Day | 3 Top-Performing Mutual Funds to Consider for Your Retirement Portfolio | Should Invesco Russell 1000 Dynamic Multifactor ETF (OMFL) Be on Your Investing Radar?,,9.64,861862528.0,14.829,-1.54,-3.69,70.34,WATCHLIST
TROW,https://www.tradingview.com/chart/?symbol=TROW,"T. Rowe Price Group, Inc.",Financial Services,105.39,22581557248,5.3,3.7,12.68,4.9,50.29,97.63,99.28,True,True,False,BULLISH TREND,False,55.11,NEUTRAL,5,Anthropic Hits $965B Valuation as Series H Adds $65B for AI Expansion | Why this fund manager who was an early proponent of Nvidia is now betting on AI’s space frontier | Is PATAX a Strong Bond Fund Right Now?,11.31,10.94,1880349952.0,3.87,18.69,28.28,70.31,WATCHLIST
CVNA,https://www.tradingview.com/chart/?symbol=CVNA,Carvana Co.,Consumer Cyclical,72.92,79981256704,52.0,11.9,12.84,-8.07,40.47,70.53,73.82,True,False,False,NO CLEAR ENTRY,False,54.98,NEUTRAL,5,"Why Is Carvana (CVNA) Down 7.2% Since Last Earnings Report? | 2 Growth Stocks with All-Star Potential and 1 We Find Risky | Carvana and Revolve Stocks Trade Up, What You Need To Know",42.15,34.53,196750000.0,121.351,60.17,6.4,70.05,WATCHLIST
GL,https://www.tradingview.com/chart/?symbol=GL,Globe Life Inc.,Financial Services,155.57,12079196160,5.4,12.6,6.56,1.99,57.52,148.94,141.01,True,True,True,BULLISH TREND,False,52.26,NEUTRAL,5,Raised 2026 Guidance and Analyst Downgrade Might Change The Case For Investing In Globe Life (GL) | Morgan Stanley And Two Insurance Stocks Hit New Highs | Globe Life (GL) Up 1.7% Since Last Earnings Report: Can It Continue?,10.76,9.34,1317225088.0,53.588,20.46,19.38,69.98,WATCHLIST
MO,https://www.tradingview.com/chart/?symbol=MO,"Altria Group, Inc.",Consumer Defensive,69.76,116491616256,5.3,106.3,3.26,2.29,57.28,68.3,62.9,True,True,True,BULLISH TREND,False,60.29,POSITIVE,5,"Want $4,800 in Annual Passive Income? Invest $40,000 Into These 3 High Yield Dividend Stocks | Winners And Losers Of Q1: Altria (NYSE:MO) Vs The Rest Of The Beverages, Alcohol, and Tobacco Stocks | Altria Smokes The Competition, Offering Value And A 5.9% Yield",14.56,11.88,8542875136.0,,,39.52,69.92,WATCHLIST
EBAY,https://www.tradingview.com/chart/?symbol=EBAY,eBay Inc.,Consumer Cyclical,108.505,48178442240,19.5,7.1,22.63,4.55,51.41,102.69,92.32,True,True,True,BULLISH TREND,False,47.63,NEUTRAL,5,eBay (EBAY) Up 8.4% Since Last Earnings Report: Can It Continue? | GameStop Raises eBay Stake in Takeover Fight | GameStop Hits 'Add To Cart' On EBAY Stock Again — Raises Exposure To Over 7% As Ryan Cohen Keeps Pressure On,25.06,16.08,1200375040.0,163.327,42.88,17.61,69.91,WATCHLIST
DLR,https://www.tradingview.com/chart/?symbol=DLR,"Digital Realty Trust, Inc.",Real Estate,191.51,68502945792,16.7,67.6,7.9,-1.57,42.42,190.52,171.54,True,True,True,BULLISH TREND,False,67.74,POSITIVE,5,Digital Realty (DLR) Opens First Barcelona Data Center | Update: Rising US Borrowing Costs Won't Slow Massive AI Data-Center Buildout as Potential Profit Outweighs Spending | Rising US Borrowing Costs Won't Slow Massive AI Data-Center Buildout as Potential Profit Outweighs Spending,50.8,66.86,3261901824.0,76.592,5.69,21.82,69.87,WATCHLIST
PLTR,https://www.tradingview.com/chart/?symbol=PLTR,Palantir Technologies Inc.,Technology,155.6399,373117386752,84.7,325.0,7.21,12.81,70.67,141.78,161.78,True,False,False,WATCH - OVERBOUGHT,False,50.66,NEUTRAL,5,"Palantir Soars 10% as Dell Earnings Beat Validates Their AI Factory Partnership, Snowflake Lifts Software Rally | Does Palantir Technologies (PLTR) Have the Potential to Rally 35.91% as Wall Street Analysts Expect? | Palantir Stock Jumps as Defense Tech Momentum Returns to AI Trade",174.88,75.03,1752997120.0,2.477,32.59,43.67,69.55,WATCHLIST
FRT,https://www.tradingview.com/chart/?symbol=FRT,Federal Realty Investment Trust,Real Estate,120.51,10474536960,10.3,152.5,10.39,8.95,71.17,111.25,101.85,True,True,True,WATCH - OVERBOUGHT,False,63.07,POSITIVE,5,"Here Are Friday’s Top Wall Street Analyst Research Calls: Best Buy, Cogent Communications, Dell Technologies, EPAM Systems, Federal Realty, Gap, Snowflake, Viper Energy, and More | Realty Income's Scale Test: Can 15,571 Properties Cushion the Business? | Federal Realty Investment Trust Stock Outlook: Is Wall Street Bullish or Bearish?",20.89,38.86,448925248.0,138.432,14.78,38.57,69.55,WATCHLIST
PANW,https://www.tradingview.com/chart/?symbol=PANW,"Palo Alto Networks, Inc.",Technology,275.925,223775162368,14.9,60.5,83.68,51.99,81.77,191.3,189.38,True,True,True,WATCH - OVERBOUGHT,False,56.7,NEUTRAL,5,"Broadcom Stock, Fiber Optic Leader Ciena Lead Another AI Earnings Bonanza | CrowdStrike Set to Report Q1 Earnings: How to Play the Stock? | Exploring 3 High Growth Tech Stocks In The US Market",153.29,69.33,2859225088.0,4.887,16.26,12.96,69.54,WATCHLIST
CVS,https://www.tradingview.com/chart/?symbol=CVS,CVS Health Corporation,Healthcare,91.19,116351811584,6.1,63.1,12.65,8.69,51.66,81.7,77.32,True,True,True,BULLISH TREND,False,61.82,POSITIVE,5,2 Large-Cap Stocks Worth Your Attention and 1 That Underwhelm | Lilly Reopens Zepbound Access For 10 Million US Patients | CVS Health Expands Integrated Care With Virtual Mental Health AI And GLP 1,40.0,10.9,5201625088.0,100.912,3.75,0.72,69.2,WATCHLIST
HLT,https://www.tradingview.com/chart/?symbol=HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,330.33,75199078400,11.0,35.0,8.43,5.08,63.6,318.26,291.52,True,True,True,BULLISH TREND,False,53.61,NEUTRAL,5,Why Is Hilton Worldwide (HLT) Up 7.1% Since Last Earnings Report? | How to Invest Now If You Want to Profit from the 2026 World Cup | 3 Reasons HLT is Risky and 1 Stock to Buy Instead,50.43,31.72,1684499968.0,,,30.41,69.04,WATCHLIST
ABNB,https://www.tradingview.com/chart/?symbol=ABNB,"Airbnb, Inc.",Consumer Cyclical,134.72,79956983808,17.9,6.0,1.1,-3.96,36.85,134.42,128.59,True,True,True,BULLISH TREND,False,59.19,NEUTRAL,5,"Airbnb Backs WeRoad To Tap Growth In Curated Group Travel | Airbnb Expands Travel Platform with Airport Pickups, Grocery Delivery, and Car Rentals | Airbnb CEO Brian Chesky: Chatbots Are Not The Future Of AI — Consumer Products Are",33.26,22.29,3191000064.0,33.185,32.32,19.9,68.94,WATCHLIST
GRMN,https://www.tradingview.com/chart/?symbol=GRMN,Garmin Ltd.,Technology,238.5537,46006562816,14.2,21.5,-6.15,-5.74,48.3,244.63,227.55,False,True,True,BUY THE DIP,False,64.91,POSITIVE,5,Why Is Garmin (GRMN) Down 5.9% Since Last Earnings Report? | TKR or GRMN: Which Is the Better Value Stock Right Now? | Live Longer and Better. Does ’Biohacking’ Really Work?,26.62,23.11,810156096.0,2.331,19.9,23.26,68.89,WATCHLIST
MDLZ,https://www.tradingview.com/chart/?symbol=MDLZ,"Mondelez International, Inc.",Consumer Defensive,61.73,79239700480,8.2,41.3,3.02,1.13,51.34,59.19,58.19,True,True,True,BULLISH TREND,False,53.73,NEUTRAL,5,2 S&P 500 Stocks for Long-Term Investors and 1 Facing Challenges | Mondelez (MDLZ) Up 2% Since Last Earnings Report: Can It Continue? | 5 High-Yield Stocks and ETFs to Buy and Hold for the Next Decade,30.56,18.23,2847500032.0,83.793,10.16,6.64,68.75,WATCHLIST
PLD,https://www.tradingview.com/chart/?symbol=PLD,"Prologis, Inc.",Real Estate,143.67,133948997632,8.3,65.2,1.48,3.49,48.57,139.16,127.39,True,True,True,BULLISH TREND,False,65.8,POSITIVE,5,"O vs. PLD: Which REIT Looks Like the Better Buy for 2026? | Prologis Ventures Backs TMV Logistics To Broaden Supply Chain Reach | SL Green's Mori JV Boosts 346 Madison Project, Trims Equity Exposure",36.1,42.28,4854310400.0,60.934,6.84,39.65,68.46,WATCHLIST
QCOM,https://www.tradingview.com/chart/?symbol=QCOM,QUALCOMM Incorporated,Technology,252.635,266277289984,-3.5,173.0,80.29,61.95,60.41,165.7,161.34,True,True,True,BULLISH TREND,False,54.02,NEUTRAL,5,Qualcomm (QCOM) Up 35.5% Since Last Earnings Report: Can It Continue? | Can Intel's New Arc G Series for Gaming Expansion Drive Future Growth? | Can CRUS' Audio Converter Launch Diversify Revenue Streams & Boost Sales?,27.19,23.75,9589624832.0,55.979,36.08,22.31,68.27,WATCHLIST
VRSN,https://www.tradingview.com/chart/?symbol=VRSN,"VeriSign, Inc.",Technology,284.77,25914068992,6.6,11.4,25.2,4.74,47.83,273.56,256.2,True,True,True,BULLISH TREND,False,66.61,POSITIVE,5,"What Are Wall Street Analysts' Target Price for VeriSign Stock? | The Bull Case For VeriSign (VRSN) Could Change Following Strong Q1, Higher Guidance And Dividend News - Learn Why | Is VeriSign, Inc. (VRSN) A Good Stock To Buy Now?",31.43,26.73,807275008.0,,,49.96,68.23,WATCHLIST
MAS,https://www.tradingview.com/chart/?symbol=MAS,Masco Corporation,Industrials,71.12,14347353088,6.5,20.0,2.38,0.28,49.16,66.05,67.1,True,True,False,BULLISH TREND,False,57.19,NEUTRAL,5,"Is FGI's Brands, Products and Channels Strategy Starting to Pay Off? | 1 S&P 500 Stock to Target This Week and 2 Facing Headwinds | FGI Industries vs. Masco: Which Stock Is the Better Buy Now?",17.6,15.12,738499968.0,12229.63,8457.14,10.9,68.08,WATCHLIST
PODD,https://www.tradingview.com/chart/?symbol=PODD,Insulet Corporation,Healthcare,142.71,9884762112,33.9,159.0,-41.86,-10.82,35.25,183.25,269.04,False,False,False,NO CLEAR ENTRY,False,45.84,NEUTRAL,5,PODD Stock: What a Hold Rating Says at a $163 Target | BSX Stock: Don't Try To Catch The Falling Knife | William Blair Initiates on Insulet (PODD) With Outperform and Says the Valuation Gap Is Hard to Justify,33.42,17.68,253375008.0,77.844,23.0,10.44,68.07,WATCHLIST
IEX,https://www.tradingview.com/chart/?symbol=IEX,IDEX Corporation,Industrials,212.06,15695632384,8.9,27.8,0.6,-2.08,43.14,203.02,183.98,True,True,True,BULLISH TREND,False,57.0,NEUTRAL,5,"Idex (IEX) Down 3.6% Since Last Earnings Report: Can It Rebound? | 4 Industrial Manufacturing Stocks to Gain on Robust Industry Trends | Sone Capital Management Adds to MarketAxess Stake, According to Recent SEC Filing",31.37,22.98,525024992.0,46.915,12.75,14.38,67.86,WATCHLIST
