Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
MU,https://www.tradingview.com/chart/?symbol=MU,"Micron Technology, Inc.",Technology,983.0,1110193471488.0,345.7,1368.5,104.09,-6.52,50.76,952.05,498.2,True,True,True,BUY THE DIP,False,49.56,NEUTRAL,5.0,Why Micron Stock Popped Today | Stock Market Today: Nasdaq Pounded As Oil Surges; Honeywell Crosses Trendline (Live Coverage) | Micron vs. SK Hynix: Which Is the Better Memory Stock to Buy?,22.22,6.39,7639499776.0,6.33,66.64,55.91,93.76,BUY SIGNAL
DXCM,https://www.tradingview.com/chart/?symbol=DXCM,"DexCom, Inc.",Healthcare,70.45,27184750592.0,15.0,92.2,12.36,2.22,48.3,71.5,67.47,False,True,True,NO CLEAR ENTRY,False,47.49,NEUTRAL,5.0,DexCom (DXCM) Earnings Expected to Grow: Should You Buy? | Are Medical Stocks Lagging  DexCom (DXCM) This Year? | 2 Cash-Heavy Stocks on Our Buy List and 1 We Avoid,30.24,22.89,1056637504.0,46.833,35.62,19.31,74.0,WATCHLIST
RTX,https://www.tradingview.com/chart/?symbol=RTX,RTX Corporation,Industrials,209.16,281672318976.0,8.7,32.5,20.53,12.22,64.1,185.52,185.3,True,True,True,BULLISH TREND,False,57.1,NEUTRAL,5.0,"Lockheed Martin, RTX Jump After Earnings Beat. One Is Breaking Out. | These Industrial Stock Moves Send A Bullish Signal About The Economy | RTX Corp (RTX) Q2 2026 Earnings Call Highlights: Strong Growth and Raised Outlook Amid Supply ...",39.17,27.56,7233375232.0,57.229,11.57,8.03,73.92,WATCHLIST
CASY,https://www.tradingview.com/chart/?symbol=CASY,"Casey's General Stores, Inc.",Consumer Cyclical,867.17,32089548800.0,14.5,66.0,9.87,4.24,64.1,824.69,682.17,True,True,True,BULLISH TREND,False,52.81,NEUTRAL,5.0,Casey's General Stores (CASY) After The Proxy Fight And The Fair Value Debate | Your Dividend Calendar for July 27–31: 10 Stocks and the Last Day to Buy Each One | The Challenges of the China Market,45.19,36.79,550939648.0,73.514,19.15,4.07,73.72,WATCHLIST
TROW,https://www.tradingview.com/chart/?symbol=TROW,"T. Rowe Price Group, Inc.",Financial Services,114.95,24629946368.0,5.3,3.7,17.43,8.44,42.0,108.89,100.0,True,True,True,BULLISH TREND,False,67.24,POSITIVE,5.0,These 4 Stocks Are Wall Street’s Most Reliable Dividend Growers | 2 S&P 500 Stocks Worth Your Attention and 1 We Brush Off | T. Rowe Price Has Increased Its Dividend for 40 Consecutive Years and Yields 4.4%. Is the Payout a Bargain or a Value Trap?,12.33,11.08,1880349952.0,3.87,18.69,28.28,73.38,WATCHLIST
PWR,https://www.tradingview.com/chart/?symbol=PWR,"Quanta Services, Inc.",Industrials,653.8,98109317120.0,26.3,51.0,4.65,-6.89,44.32,697.13,555.43,False,True,True,BUY THE DIP,False,62.48,POSITIVE,5.0,"1 Industrials Stock with Exciting Potential and 2 We Find Risky | Can Dycom Connect AI, Data Centers and Fiber Into One Growth Story? | I'm Officially Sounding the Alarm on GE Vernova: Here's What Investors Should Buy Instead",89.93,39.64,1037176768.0,69.121,13.53,3.67,73.35,WATCHLIST
ADP,https://www.tradingview.com/chart/?symbol=ADP,"Automatic Data Processing, Inc.",Technology,241.1,96375939072.0,7.0,10.5,22.36,9.34,48.9,229.02,233.61,True,True,False,BULLISH TREND,False,49.74,NEUTRAL,5.0,History Has An Opinion On This INTU Price Level | US Stock Market Today: S&P 500 Futures Edge Lower On Rising Yields And Energy Jitters | The Cash Machine The Market Put On Sale: INTU,22.49,19.76,4749387264.0,69.259,71.21,20.12,73.23,WATCHLIST
OKE,https://www.tradingview.com/chart/?symbol=OKE,"ONEOK, Inc.",Energy,93.195,58715910144.0,19.6,18.0,8.14,5.83,67.39,89.49,80.11,True,True,True,BULLISH TREND,False,66.23,POSITIVE,5.0,"3 Oil Pipeline MLP Stocks Riding on Favorable Industry Trends | AI Energy Infrastructure Hoists Pipeline Stocks Near Buy Points | Apple upgraded, Brinker initiated: Wall Street's top analyst calls",16.61,15.0,454375008.0,149.644,15.9,10.03,73.2,WATCHLIST
META,https://www.tradingview.com/chart/?symbol=META,"Meta Platforms, Inc.",Communication Services,606.335,1539134980096.0,33.1,62.4,-7.93,7.85,55.25,605.98,637.72,True,False,False,NO CLEAR ENTRY,False,57.38,NEUTRAL,5.0,"Google, Amazon, Meta, & Microsoft will spend 'unprecedented' $1T on AI capex in 2027: Analyst | IBM may be caught up in latest bout of AI volatility: 'Don't concentrate in any one theme' | Mark Zuckerberg's Meta Is Expected to Report $60 Billion in Q2 Revenue on July 29. The Stock Has Recovered From a 20% Drawdown to Within 5% of Flat for the Year.",22.07,16.38,25558249472.0,35.608,32.93,32.84,73.19,WATCHLIST
ANET,https://www.tradingview.com/chart/?symbol=ANET,"Arista Networks, Inc.",Technology,177.22,223149998080.0,35.1,25.0,2.71,9.26,62.22,163.24,145.29,True,True,True,BULLISH TREND,False,67.1,POSITIVE,5.0,"TMUS Q2 Earnings Top Estimates on Strong Service Revenue Growth | IBM Q2 Earnings Meet Estimates, Revenue Misses on Deal Delays | Why Arista Networks Stock Rocketed 30% Higher in the First Half of 2026 and Why There's Likely More to Come",61.11,39.67,4362237440.0,,31.52,38.32,73.17,WATCHLIST
SPG,https://www.tradingview.com/chart/?symbol=SPG,"Simon Property Group, Inc.",Real Estate,225.2,85571411968.0,19.3,16.4,13.18,3.9,48.37,213.87,191.88,True,True,True,BULLISH TREND,False,59.81,NEUTRAL,5.0,Realty Income Boosts Liquidity: What Does This Mean for Growth? | Realty Income's Europe Push: Will It Drive Long-Term Growth Ahead? | Simon Property Group's Quarterly Earnings Preview: What You Need to Know,15.65,33.41,2494690560.0,457.473,113.59,70.59,72.68,WATCHLIST
HST,https://www.tradingview.com/chart/?symbol=HST,"Host Hotels & Resorts, Inc.",Real Estate,24.035,16674672640.0,2.8,105.3,18.44,0.55,59.86,23.05,19.03,True,True,True,BULLISH TREND,False,63.91,POSITIVE,5.0,What You Need To Know Ahead of Host Hotels & Resorts’ Earnings Release | Ladenburg Lifts PT on Host Hotels & Resorts (HST) – Here’s Why | HST or CUBE: Which Is the Better Value Stock Right Now?,16.35,23.62,1190875008.0,80.482,14.87,16.37,72.66,WATCHLIST
MCO,https://www.tradingview.com/chart/?symbol=MCO,Moody's Corporation,Financial Services,473.85,82770427904.0,15.1,56.7,5.0,6.73,42.17,462.79,470.35,True,True,False,BULLISH TREND,False,59.56,NEUTRAL,5.0,"Your pension may rely on the ‘optimistic assumption’ that AI will pay off — Moody's sees 'no playbook' for what’s next | Top Wide-Moat Stocks to Invest in for Sustainable Growth | The world is crazy, but stocks are up?",30.05,25.26,2569499904.0,237.587,76.93,34.25,72.46,WATCHLIST
IVZ,https://www.tradingview.com/chart/?symbol=IVZ,Invesco Ltd.,Financial Services,29.955,13278950400.0,14.1,35.0,19.0,10.86,68.1,27.96,25.69,True,True,True,BULLISH TREND,False,57.62,NEUTRAL,5.0,"AMP Q2 Earnings Beat as Revenues Grow & AUM, AUA Touch Record Levels | SEI Investments Beats on Q2 Earnings as Revenues & AUM Rise Y/Y | Affiliated Managers Group (AMG) Earnings Expected to Grow: What to Know Ahead of Q2 Release",,9.33,861862528.0,14.829,-1.54,-3.69,72.31,WATCHLIST
AON,https://www.tradingview.com/chart/?symbol=AON,Aon plc,Financial Services,353.4,75478089728.0,6.5,27.1,9.51,10.18,46.76,334.47,335.7,True,True,False,BULLISH TREND,False,53.82,NEUTRAL,5.0,Arthur J. Gallagher (AJG) Reports Next Week: Wall Street Expects Earnings Growth | Will Rising Expenses Affect Hartford's Q2 Earnings? Key Insights Here | Aon (AON) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,19.4,16.53,3341625088.0,155.05,46.45,22.54,72.11,WATCHLIST
TER,https://www.tradingview.com/chart/?symbol=TER,"Teradyne, Inc.",Technology,373.75,58507632640.0,87.0,314.8,-10.57,-11.04,51.21,380.45,283.22,False,True,True,BUY THE DIP,False,56.78,NEUTRAL,5.0,"Unlocking Q2 Potential of Teradyne (TER): Exploring Wall Street Estimates for Key Metrics | Here's Why Teradyne (TER) Fell More Than Broader Market | Seagate, Western Digital, FormFactor, Amkor, and Teradyne Shares Are Soaring, What You Need To Know",69.34,36.34,298311264.0,2.621,28.75,22.55,71.89,WATCHLIST
PTC,https://www.tradingview.com/chart/?symbol=PTC,PTC Inc.,Technology,113.05,13057930240.0,21.7,268.9,-17.58,0.64,29.98,128.54,156.28,False,False,False,NO CLEAR ENTRY,False,50.0,ERROR,0.0,,10.86,13.1,986047232.0,35.78,34.4,41.58,71.8,WATCHLIST
ADI,https://www.tradingview.com/chart/?symbol=ADI,"Analog Devices, Inc.",Technology,379.17,184688803840.0,37.2,110.5,-5.86,-6.9,51.04,403.9,325.98,False,True,True,BUY THE DIP,False,57.22,NEUTRAL,5.0,"Texas Instruments Q2 Earnings Beat Estimates, Revenues Rise Y/Y | TXN Keeps Climbing. Should You Climb On? | Is Analog Devices (ADI) Undervalued As Earnings Draw More Attention?",56.34,25.17,3868954624.0,25.81,9.64,26.01,71.68,WATCHLIST
ROST,https://www.tradingview.com/chart/?symbol=ROST,"Ross Stores, Inc.",Consumer Cyclical,232.39,74546315264.0,20.6,37.4,2.86,1.46,72.8,224.98,198.92,True,True,True,WATCH - OVERBOUGHT,False,60.53,POSITIVE,5.0,Ross Stores (ROST) Gains As Market Dips: What You Should Know | The One Big Bet That Could Reignite Adobe Stock | Eli Lilly Stock And The Price Of Confidence,32.41,27.19,2047583488.0,74.911,38.98,9.74,71.59,WATCHLIST
LH,https://www.tradingview.com/chart/?symbol=LH,Labcorp Holdings Inc.,Healthcare,291.73,23921860608.0,5.8,32.9,10.42,12.82,55.57,267.57,266.31,True,True,True,BULLISH TREND,False,50.0,NEUTRAL,5.0,Labcorp Holdings (LH) Earnings Expected to Grow: Should You Buy? | Labcorp Prepares to Report Q2 Earnings: What's in the Cards? | Will Labcorp (LH) Beat Estimates Again in Its Next Earnings Report?,25.84,15.03,1142537472.0,83.407,11.05,6.66,71.25,WATCHLIST
IEX,https://www.tradingview.com/chart/?symbol=IEX,IDEX Corporation,Industrials,222.07,16436524032.0,8.9,27.8,8.2,0.74,48.31,217.73,194.46,True,True,True,BULLISH TREND,False,61.47,POSITIVE,5.0,Idex (IEX) Earnings Expected to Grow: Should You Buy? | Oppenheimer Names Nvidia Among Its 'Best of the Best' Momentum Stocks | Is IDEX (IEX) Outperforming Other Industrial Products Stocks This Year?,32.85,24.01,525024992.0,46.915,12.75,14.38,71.02,WATCHLIST
KVUE,https://www.tradingview.com/chart/?symbol=KVUE,Kenvue Inc.,Consumer Defensive,18.8359,36165091328.0,4.5,46.9,8.99,2.31,33.4,18.25,17.16,True,True,True,BULLISH TREND,False,56.32,NEUTRAL,5.0,"What to Expect From Kenvue’s Q2 2026 Earnings Report | VOYA Stock Hits Record High, Tops $100 For The First Time Ever – Report Says Voya Financial Has Been ‘Fielding’ Takeover Interest | 4 Dividend Kings Are Crushing the S&P 500 in 2026 and Still Have Big Upside Potential",22.42,15.19,1858000000.0,82.975,15.7,10.61,70.96,WATCHLIST
KLAC,https://www.tradingview.com/chart/?symbol=KLAC,KLA Corporation,Technology,215.36,281319440384.0,11.5,11.8,18.78,-11.91,38.5,220.11,159.76,False,True,True,BUY THE DIP,False,57.8,NEUTRAL,5.0,ASML Holdings' EUV Leadership Strengthens Long-Term Growth | Unveiling KLA (KLAC) Q4 Outlook: Wall Street Estimates for Key Metrics | KLA (KLAC) Suffers a Larger Drop Than the General Market: Key Insights,61.18,41.97,2890187008.0,105.4,94.98,35.66,70.82,WATCHLIST
ROK,https://www.tradingview.com/chart/?symbol=ROK,"Rockwell Automation, Inc.",Industrials,460.65,51258343424.0,11.9,39.6,15.18,0.94,44.46,460.81,405.88,False,True,True,NO CLEAR ENTRY,False,62.61,POSITIVE,5.0,"KE or ROK: Which Is the Better Value Stock Right Now? | This Boom Is for the AI-Anxious. 10 Ways to Cash In. | Sony, Mitsubishi Join Forces to Capture Japan's Physical AI Opportunity",47.88,31.49,974499968.0,113.367,27.18,12.36,70.81,WATCHLIST
PNC,https://www.tradingview.com/chart/?symbol=PNC,"The PNC Financial Services Group, Inc.",Financial Services,248.6601,99215376384.0,23.6,25.1,11.35,5.02,51.8,233.16,211.49,True,True,True,BULLISH TREND,False,56.91,NEUTRAL,5.0,"The PNC Financial Services Group, Inc (PNC) Just Flashed Golden Cross Signal: Do You Buy? | Here Are Thursday’s Top Wall Street Analyst Research Calls: AT&T, Applied Digital, Autodesk, Duke Energy, Exxon Mobil, JPMorgan Chase & Company, Live Nation Entertainment, and More | Why Bank Stocks May Beat REITs for Dividends",13.69,11.63,,,12.62,31.37,70.55,WATCHLIST
DAL,https://www.tradingview.com/chart/?symbol=DAL,"Delta Air Lines, Inc.",Industrials,81.38,53517361152.0,18.7,-25.4,19.64,-5.93,19.54,82.52,69.66,False,True,True,BUY THE DIP,False,57.53,NEUTRAL,5.0,Swelling jet fuel costs hit American Airlines outlook | Greg Abel Makes Bold Portfolio Moves as Berkshire's New Leader -- Dumps Amazon While Buying an Airline Stock | Delta Air Lines is betting big on Philippines travel,13.5,9.17,2817374976.0,96.649,20.12,5.78,70.5,WATCHLIST
TRV,https://www.tradingview.com/chart/?symbol=TRV,"The Travelers Companies, Inc.",Financial Services,376.37,78501380096.0,0.3,57.1,24.85,18.74,71.71,318.49,295.2,True,True,True,WATCH - OVERBOUGHT,False,61.69,POSITIVE,5.0,"FAF Q2 Earnings Top Estimates on Title Strength, Investment Income | Globe Life Q2 Earnings Miss Estimates on Escalating Expenses | 3 Market-Beating Stocks for Long-Term Investors",10.11,12.56,14775124992.0,27.378,26.51,16.95,70.49,WATCHLIST
CVS,https://www.tradingview.com/chart/?symbol=CVS,CVS Health Corporation,Healthcare,106.4,135758667776.0,6.1,63.1,34.92,4.76,54.37,99.83,82.95,True,True,True,BULLISH TREND,False,58.98,NEUTRAL,5.0,CVS Group Q4 Earnings Call Highlights | CVS Health Corporation (CVS) is Attracting Investor Attention: Here is What You Should Know | CVS Health Corporation (CVS) Rose on Improving Execution and Payer Margin Outlook,46.67,12.65,5201625088.0,100.912,3.75,0.72,70.42,WATCHLIST
FIS,https://www.tradingview.com/chart/?symbol=FIS,"Fidelity National Information Services, Inc.",Technology,40.105,20729438208.0,30.1,3040.6,-11.32,5.46,42.59,40.76,52.34,False,False,False,NO CLEAR ENTRY,False,50.02,NEUTRAL,5.0,"Ramp, FIS make AI moves | V Stock: Where Compounding Could Take The Price | Does FIS’s Mythos 5 Cybersecurity Push Subtly Reframe Its AI-Led Risk and Compliance Narrative?",7.77,5.86,2446874880.0,132.328,17.22,23.35,70.3,WATCHLIST
VTR,https://www.tradingview.com/chart/?symbol=VTR,"Ventas, Inc.",Real Estate,97.92,47605739520.0,21.9,10.0,17.79,15.37,69.37,87.71,81.11,True,True,True,BULLISH TREND,False,67.0,POSITIVE,5.0,What's in the Offing for Ventas Stock This Earnings Season? | Ventas (VTR) Could Be a Great Choice | Why Welltower's Growth Story Might Outrun Its Rich Valuation,178.04,115.65,1483115264.0,93.736,2.14,4.26,70.16,WATCHLIST
MA,https://www.tradingview.com/chart/?symbol=MA,Mastercard Incorporated,Financial Services,528.045,466572017664.0,15.8,21.2,5.28,8.37,44.12,505.68,526.46,True,True,False,BULLISH TREND,False,60.77,POSITIVE,5.0,Visa's Q3 Earnings Could be a Catalyst: Should You Buy Now? | Does Mispricing Offer Opportunity in Mastercard (MA)? | Mastercard (NYSE:MA): Jim Cramer’s “Tech Company in Bank Clothing”,30.54,23.16,16148124672.0,282.059,232.08,45.88,70.16,WATCHLIST
IBKR,https://www.tradingview.com/chart/?symbol=IBKR,"Interactive Brokers Group, Inc.",Financial Services,90.98,154322305024.0,22.3,36.9,19.99,-3.93,49.39,89.75,75.32,True,True,True,BULLISH TREND,False,53.7,NEUTRAL,5.0,"Is Record Q2 Earnings And Crypto Expansion Altering The Investment Case For Interactive Brokers Group (IBKR)? | Interactive Brokers Group (IBKR) Could Be 6% Overvalued Following Record Q2 | Interactive Brokers, Charles Schwab Slide Despite Earnings Surge",36.1,28.71,,204.148,24.02,16.47,70.15,WATCHLIST
TXT,https://www.tradingview.com/chart/?symbol=TXT,Textron Inc.,Industrials,93.19,16204713984.0,11.8,10.6,5.97,7.86,52.29,90.94,89.38,True,True,True,BULLISH TREND,False,53.39,NEUTRAL,5.0,"3 Industrials Stocks We Steer Clear Of | RTX Q2 Earnings Outpace Estimates, Revenues Increase Y/Y | BETA's Big Day Out In Farnborough",17.78,12.79,622374976.0,52.674,12.25,6.15,70.12,WATCHLIST
CIEN,https://www.tradingview.com/chart/?symbol=CIEN,Ciena Corporation,Technology,409.935,58027499520.0,39.5,2383.3,-20.53,-10.85,47.14,486.94,345.02,False,True,True,BUY THE DIP,False,59.52,NEUTRAL,5.0,4 Top-Performing Liquid Stocks to Boost Portfolio Returns | Is GLW Stock a Smart Investment Option Before Q2 Earnings Release? | The Real Risk Inside Arista Networks Stock,135.74,42.53,700927872.0,54.649,15.46,7.87,70.11,WATCHLIST
IQV,https://www.tradingview.com/chart/?symbol=IQV,IQVIA Holdings Inc.,Healthcare,205.675,34327158784.0,8.4,15.0,28.0,20.08,48.23,186.89,196.58,True,True,False,BULLISH TREND,False,60.3,POSITIVE,5.0,Earnings Preview: Veracyte (VCYT) Q2 Earnings Expected to Decline | IQVIA Holdings (IQV) Reports Next Week: Wall Street Expects Earnings Growth | IQV vs. PEN: Which Stock Is the Better Value Option?,25.52,14.52,2276750080.0,253.536,22.49,8.33,69.97,WATCHLIST
CDNS,https://www.tradingview.com/chart/?symbol=CDNS,"Cadence Design Systems, Inc.",Technology,333.28,91923955712.0,18.7,23.0,6.03,-12.08,30.9,373.02,327.85,False,True,True,BUY THE DIP,False,49.53,NEUTRAL,5.0,Is It Worth Investing in Cadence (CDNS) Based on Wall Street's Bullish Views? | Cadence Design Systems (CDNS) Falls More Steeply Than Broader Market: What Investors Need to Know | Is Cadence (CDNS) Using Agentic AI Partnerships To Deepen Its Chip‑To‑System Moat?,77.87,35.44,1499152256.0,46.992,20.66,21.18,69.91,WATCHLIST
FFIV,https://www.tradingview.com/chart/?symbol=FFIV,"F5, Inc.",Technology,391.86,22108444672.0,11.0,4.0,30.67,0.6,42.04,397.51,309.18,False,True,True,NO CLEAR ENTRY,False,53.18,NEUTRAL,5.0,FFIV Set to Post Q3 Earnings: What's in Store for the Stock? | Automatic Data Processing (ADP) Earnings Expected to Grow: What to Know Ahead of Next Week's Release | Curious about F5 (FFIV) Q3 Performance? Explore Wall Street Estimates for Key Metrics,32.17,22.16,759182528.0,7.12,20.34,21.96,69.9,WATCHLIST
MMM,https://www.tradingview.com/chart/?symbol=MMM,3M Company,Industrials,169.645,87489732608.0,2.5,32.8,17.73,4.82,65.1,157.01,157.3,True,True,False,BULLISH TREND,False,64.92,POSITIVE,5.0,"HON Q2 Earnings Beat on Automation Growth, Outlook Raised | 3M Stock Eyes Best Week Since February: Wall Street Sees Multi-Year Growth Story Taking Shape | 3M Raised Guidance and Pointed to AI Partnerships After Beating Estimates. What This Means for MMM Stock.",30.08,17.59,6350125056.0,437.937,81.89,11.9,69.79,WATCHLIST
RJF,https://www.tradingview.com/chart/?symbol=RJF,"Raymond James Financial, Inc.",Financial Services,166.14,32377868288.0,15.2,42.0,8.68,5.9,58.73,156.15,156.92,True,True,False,BULLISH TREND,False,54.59,NEUTRAL,5.0,"Time to Jump In? Raymond James Is Bullish on These 2 Stocks | Raymond James Q3 Earnings Beat on Higher Revenues, Provision Benefit | Raymond James Financial Inc (RJF) Q3 2026 Earnings Call Highlights: Record Revenues and ...",14.47,11.84,,48.477,,15.12,69.77,WATCHLIST
MO,https://www.tradingview.com/chart/?symbol=MO,"Altria Group, Inc.",Consumer Defensive,71.88,120031772672.0,5.3,106.3,8.64,0.38,46.69,71.37,63.67,True,True,True,BULLISH TREND,False,47.98,NEUTRAL,5.0,1 Unpopular Stock That Should Get More Attention and 2 We Find Risky | Altria (MO) Earnings Expected to Grow: What to Know Ahead of Next Week's Release | Is Altria Group (MO) Stock Outpacing Its Consumer Staples Peers This Year?,15.01,12.23,8542875136.0,,,39.52,69.54,WATCHLIST
UNH,https://www.tradingview.com/chart/?symbol=UNH,UnitedHealth Group Incorporated,Healthcare,423.56,384653623296.0,0.4,61.5,20.02,3.5,48.98,406.08,339.51,True,True,True,BULLISH TREND,False,51.05,NEUTRAL,5.0,Molina Healthcare Earnings Beat Estimates. The Medicaid Insurer Is Confronting Investor Doubts. | Will UnitedHealth (UNH) Gain on Rising Earnings Estimates? | The Hidden Engine Behind Elevance Health Stock's Next Climb,31.89,18.88,22759749632.0,69.211,14.15,3.14,69.43,WATCHLIST
ROP,https://www.tradingview.com/chart/?symbol=ROP,"Roper Technologies, Inc.",Technology,355.12,35837771776.0,11.3,59.2,0.74,8.03,45.55,337.46,385.62,True,False,False,NO CLEAR ENTRY,False,59.12,NEUTRAL,5.0,"These Industrial Stock Moves Send A Bullish Signal About The Economy | Roper Technologies Inc (ROP) Q2 2026 Earnings Call Highlights: Strong Revenue Growth and Raised ... | Roper Q2 Earnings Top Estimates, Application Software Sales Up Y/Y",22.21,14.86,2169925120.0,55.606,9.01,21.12,69.33,WATCHLIST
SPGI,https://www.tradingview.com/chart/?symbol=SPGI,S&P Global Inc.,Financial Services,420.0,124319997952.0,10.4,32.5,1.87,10.94,39.27,406.62,434.28,True,False,False,NO CLEAR ENTRY,False,53.82,NEUTRAL,5.0,Arista Networks Stock Runs On A Different Fuel | These Growth Funds Are On Quiet Sale | The Market Is Paying You To Own PATH. Why?,26.6,20.69,5298874880.0,38.392,13.94,30.36,69.21,WATCHLIST
TPR,https://www.tradingview.com/chart/?symbol=TPR,"Tapestry, Inc.",Consumer Cyclical,139.13,28110483456.0,21.2,73.7,-4.36,-7.57,42.47,141.4,133.26,False,True,True,BUY THE DIP,False,72.42,POSITIVE,5.0,Add These 4 GARP Stocks to Your Portfolio to Receive Handsome Returns | Why Is Arhaus Seeing a Big Opportunity in Interior Design Demand? | Steven Madden's DTC Strength & Kurt Geiger Support Growth,42.42,17.85,1529737472.0,574.912,60.91,8.44,69.14,WATCHLIST
LUV,https://www.tradingview.com/chart/?symbol=LUV,Southwest Airlines Co.,Industrials,44.885,21938608128.0,16.4,20.5,19.42,-9.16,28.65,45.39,41.09,False,True,True,BUY THE DIP,False,59.59,NEUTRAL,5.0,Southwest Airlines Q2 Earnings Beat Estimates on Record Revenue Growth | Southwest (LUV) Upgraded to Buy: What Does It Mean for the Stock? | Jobless Claims Come in Decades Low,28.05,9.14,-834750016.0,97.275,11.1,2.78,69.12,WATCHLIST
