Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
GEV,https://www.tradingview.com/chart/?symbol=GEV,GE Vernova Inc.,Industrials,1048.61,281782484992,16.3,1816.5,20.11,-6.39,39.0,996.07,744.54,True,True,True,HIGH CONVICTION DIP BUY,True,62.03,POSITIVE,5,"GE Vernova Turbine Milestone Raises Questions On Cash Flows And Dividends | Dow Jones Futures Rise After S&P 500, Nasdaq Hit Highs; 5 AI Stocks In Buy Areas | Why GE Vernova Stock Triumphed on Tuesday",30.61,42.78,9315624960.0,24.925,75.71,23.81,90.66,BUY SIGNAL
DDOG,https://www.tradingview.com/chart/?symbol=DDOG,"Datadog, Inc.",Technology,221.3,78773993472,32.2,104.0,97.66,66.82,89.66,148.84,142.8,True,True,True,WATCH - OVERBOUGHT,False,56.78,NEUTRAL,5,Datadog Benefits When AI Goes Into Production. Here’s Why You Should Buy DDOG Stock Now. | Why Wedbush Is Pounding the Table on Datadog Stock Here | Should Datadog’s First US$1 Billion Quarter and Higher 2026 Outlook Require Action From DDOG Investors?,582.37,77.75,936726528.0,32.221,3.93,3.69,73.29,WATCHLIST
LLY,https://www.tradingview.com/chart/?symbol=LLY,Eli Lilly and Company,Healthcare,1082.815,965590908928,55.5,169.9,3.11,24.92,71.01,945.46,929.72,True,True,True,WATCH - OVERBOUGHT,False,64.62,POSITIVE,5,"Micron stock jumps after company tops $1 trillion in market cap | Micron's valuation hits $1T, nearly tied with Eli Lilly & Berkshire | Hims Insider Makes First Stock Purchase Since 2021 Amid Weight-Loss Drug Pivot",38.52,24.35,9156599808.0,139.015,107.46,34.99,73.17,WATCHLIST
CPAY,https://www.tradingview.com/chart/?symbol=CPAY,"Corpay, Inc.",Technology,352.75,23056416768,25.4,49.1,8.51,12.78,74.75,315.17,309.48,True,True,True,WATCH - OVERBOUGHT,False,57.43,NEUTRAL,5,Do Wall Street Analysts Like Corpay Stock? | MarketBeat Week in Review – 05/18 - 05/22 | 3 Growth Stocks with Explosive Upside,21.11,11.53,2095142784.0,271.343,32.12,24.6,73.09,WATCHLIST
STLD,https://www.tradingview.com/chart/?symbol=STLD,"Steel Dynamics, Inc.",Basic Materials,256.77,37029515264,19.1,93.1,33.36,14.1,61.21,207.8,172.08,True,True,True,BULLISH TREND,False,53.87,NEUTRAL,5,"Barclays Initiates Coverage of Freeport-McMoRan (FCX) with Overweight Rating | Texas Instruments, Generac upgraded: Wall Street's top analyst calls | Is Wall Street Bullish or Bearish on Steel Dynamics Stock?",27.55,15.09,-31788876.0,45.994,15.25,7.22,73.01,WATCHLIST
CDNS,https://www.tradingview.com/chart/?symbol=CDNS,"Cadence Design Systems, Inc.",Technology,372.101,102631415808,18.7,23.0,23.46,10.57,59.7,318.63,322.85,True,True,False,BULLISH TREND,False,56.0,NEUTRAL,5,Cadence (CDNS) Up 17.4% Since Last Earnings Report: Can It Continue? | Synopsys Earnings Are Coming. AI and Merger Integration Are in Focus. | Synopsys Is the ‘Growth Trap’ Your Advisor Won’t Warn You About,86.94,39.66,1499152256.0,46.992,20.66,21.18,72.93,WATCHLIST
DLR,https://www.tradingview.com/chart/?symbol=DLR,"Digital Realty Trust, Inc.",Real Estate,192.855,68984053760,16.7,67.6,9.58,-1.77,38.23,190.07,171.29,True,True,True,BULLISH TREND,False,67.74,POSITIVE,5,Digital Realty (DLR) Opens First Barcelona Data Center | Update: Rising US Borrowing Costs Won't Slow Massive AI Data-Center Buildout as Potential Profit Outweighs Spending | Rising US Borrowing Costs Won't Slow Massive AI Data-Center Buildout as Potential Profit Outweighs Spending,51.02,67.33,3261901824.0,76.592,5.69,21.82,72.67,WATCHLIST
OKE,https://www.tradingview.com/chart/?symbol=OKE,"ONEOK, Inc.",Energy,89.515,56397389824,19.6,18.0,9.45,3.23,59.53,88.18,76.54,True,True,True,BULLISH TREND,False,59.47,NEUTRAL,5,Target and 6 Other Dividend Stocks to Beat Inflation | Why Natural Gas Stocks Still Yield More Than Most Dividend ETFs | Why Retirees Keep Buying This Dividend ETF After 22 Years of Payments,15.96,14.48,454375008.0,149.644,15.9,10.03,72.66,WATCHLIST
SPG,https://www.tradingview.com/chart/?symbol=SPG,"Simon Property Group, Inc.",Real Estate,207.975,79026266112,19.3,16.4,3.2,3.32,54.15,197.48,185.1,True,True,True,BULLISH TREND,False,66.58,POSITIVE,5,"Realty Income's Scale Test: Can 15,571 Properties Cushion the Business? | Simon Property Group Dividend Increase Tests Earnings And Balance Sheet Strength | Realty Income Raises Its Investment Bar: Does $9.5B Show Confidence?",14.46,30.21,2494690560.0,457.473,113.59,70.59,72.63,WATCHLIST
EQT,https://www.tradingview.com/chart/?symbol=EQT,EQT Corporation,Energy,55.7,34839126016,49.9,490.0,-9.06,-4.75,42.89,59.56,56.17,False,False,True,NO CLEAR ENTRY,False,49.75,NEUTRAL,5,Mizuho sees opportunity in U.S. oil & gas as Iran crisis reshapes outlook | Why Natural Gas Stocks Still Yield More Than Most Dividend ETFs | Which Pure-Play Natural Gas Stock Will Dominate Summer 2026? Four Names Ranked,10.57,11.98,2503225856.0,20.816,13.4,35.07,72.28,WATCHLIST
ARES,https://www.tradingview.com/chart/?symbol=ARES,Ares Management Corporation,Financial Services,127.58,42081832960,28.3,770.5,15.45,13.73,56.97,114.84,143.22,True,False,False,NO CLEAR ENTRY,False,64.79,POSITIVE,5,"Scion Group, Ares Management Corp. partner for $910M student housing buy | Will ARES' Expanding AUM Balance Aid Long-Term Earnings Growth? | Assessing Ares Management (ARES) Valuation After A Mixed Period For Share Performance",58.79,17.43,1757137152.0,168.762,14.18,10.54,72.23,WATCHLIST
PTC,https://www.tradingview.com/chart/?symbol=PTC,PTC Inc.,Technology,142.95,16511552512,21.7,268.9,-8.71,4.79,58.45,141.9,172.59,True,False,False,NO CLEAR ENTRY,False,54.47,NEUTRAL,5,Autodesk's International Expansion Accelerates: Is Growth Durable? | Autodesk Enhances AI Capabilities: Can It Unlock More Revenues? | U.S. Army Windchill Adoption And Upgraded Outlook Could Be A Game Changer For PTC (PTC),13.72,16.54,986047232.0,35.78,34.4,41.58,72.16,WATCHLIST
BLK,https://www.tradingview.com/chart/?symbol=BLK,"BlackRock, Inc.",Financial Services,1069.71,166055346176,27.0,45.9,1.17,1.22,48.89,1028.19,1071.52,True,False,False,NO CLEAR ENTRY,False,52.84,NEUTRAL,5,$1.29B bitcoin dark pool trade: What to know | BlackRock's Bitcoin ETF Sees $1 Billion Weekly Outflow | Taiwan Pushes $630 Billion Asset Managers To Compete Globally,26.9,17.64,7082375168.0,23.635,11.9,24.4,72.13,WATCHLIST
MSFT,https://www.tradingview.com/chart/?symbol=MSFT,Microsoft Corporation,Technology,413.68,3073217658880,18.3,23.4,5.56,-2.41,50.54,400.33,457.25,True,False,False,NO CLEAR ENTRY,False,60.85,POSITIVE,5,Is Wall Street underestimating MSFT AI revenue potential? Morgan Stanley weighs in | 14 Companies Now Worth Over $1 Trillion | Alphabet Explores Orbital Data Centers To Power Long Term AI Growth,24.61,21.39,37011251200.0,30.271,34.01,39.34,72.07,WATCHLIST
RL,https://www.tradingview.com/chart/?symbol=RL,Ralph Lauren Corporation,Consumer Cyclical,379.03,22558480384,16.6,20.0,4.82,2.34,52.65,356.23,341.29,True,True,True,BULLISH TREND,False,64.93,POSITIVE,5,"Ralph Lauren (RL) Is Up 19.0% After Strong FY26 Beat And Higher Dividend - What's Changed | Victoria's Secret, American Eagle, and Torrid Shares Skyrocket, What You Need To Know | Ralph Lauren Q4 Earnings Call Highlights Durable Growth Drivers",25.07,18.6,656187520.0,105.913,34.66,11.6,71.99,WATCHLIST
ASML,https://www.tradingview.com/chart/?symbol=ASML,ASML Holding N.V.,Technology,1596.735,615409844224,13.2,19.2,10.32,11.47,54.54,1444.47,1182.94,True,True,True,BULLISH TREND,False,55.92,NEUTRAL,5,"Why KLA Corporation (KLAC) Stock Is Up Today | FormFactor, Amkor, and Teradyne Shares Are Soaring, What You Need To Know | Photronics and Lam Research Shares Are Soaring, What You Need To Know",53.17,33.54,8243274752.0,12.989,52.24,29.71,71.92,WATCHLIST
FIS,https://www.tradingview.com/chart/?symbol=FIS,"Fidelity National Information Services, Inc.",Technology,42.155,21789038592,30.1,3040.6,-16.57,-7.55,35.25,46.05,58.01,False,False,False,NO CLEAR ENTRY,False,61.74,POSITIVE,5,"Here's Why Investors Should Stay Neutral on FIS Stock for Now | FIS, banks mull network uses | Fidelity National Information Services Deepens Risk Role Despite Weak Share Performance",8.17,6.18,2446874880.0,132.328,17.22,23.35,71.24,WATCHLIST
SNDK,https://www.tradingview.com/chart/?symbol=SNDK,Sandisk Corporation,Technology,1570.0,232536473600,251.0,,147.14,46.72,58.22,1040.96,471.91,True,True,True,BULLISH TREND,False,56.95,NEUTRAL,5,"The Micron stock price bubble explained in 2 numbers | Sandisk raised as Barclays says memory/storage ‘the most attractive vertical’ | Sandisk Stock’s 4,000% Rise Is Happening Too Fast to Keep Up With",53.68,8.95,2259500032.0,1.503,39.3,34.19,71.01,WATCHLIST
TROW,https://www.tradingview.com/chart/?symbol=TROW,"T. Rowe Price Group, Inc.",Financial Services,104.43,22375862272,5.3,3.7,12.0,3.03,42.72,96.96,99.26,True,True,False,BULLISH TREND,False,62.2,POSITIVE,5,Is PATAX a Strong Bond Fund Right Now? | T. Rowe Price Group (TROW) – Among the 10 High Yield Stocks for Lasting Retirement Income | Why Retirees Keep Buying This Dividend ETF After 22 Years of Payments,11.2,10.84,1880349952.0,3.87,18.69,28.28,70.88,WATCHLIST
NTRS,https://www.tradingview.com/chart/?symbol=NTRS,Northern Trust Corporation,Financial Services,167.7199,31036106752,13.9,42.6,17.87,-0.05,63.07,155.36,139.59,True,True,True,BULLISH TREND,False,64.56,POSITIVE,5,"2 Sectors Where the Ultra-Wealthy Are Putting Their Money | Competition for a spot in the best funds is getting harder, not easier | Northern Trust Stock: Analyst Estimates & Ratings",17.56,14.13,,,14.46,22.36,70.46,WATCHLIST
GNRC,https://www.tradingview.com/chart/?symbol=GNRC,Generac Holdings Inc.,Industrials,275.91,16242457600,12.4,69.9,22.43,25.24,55.1,228.19,189.52,True,True,True,BULLISH TREND,False,47.27,NEUTRAL,5,Jefferies Just Upgraded Generac Stock. Here’s Why. | Are Industrial Products Stocks Lagging  Constellium (CSTM) This Year? | Generac Holdings (GNRC) Crossed Above the 20-Day Moving Average: What That Means for Investors,86.49,24.87,115297624.0,52.086,7.39,4.37,70.38,WATCHLIST
APH,https://www.tradingview.com/chart/?symbol=APH,Amphenol Corporation,Technology,140.19,172466569216,58.4,24.1,-3.83,-5.68,51.43,135.16,132.91,True,True,True,BUY THE DIP,False,61.56,POSITIVE,5,"Semtech's Q1 Earnings Surpass Estimates, Revenues Increase Y/Y | 1 Profitable Stock to Target This Week and 2 We Ignore | Amphenol (APH) is an Incredible Growth Stock: 3 Reasons Why",40.28,24.91,3563725056.0,133.051,36.83,17.24,70.37,WATCHLIST
V,https://www.tradingview.com/chart/?symbol=V,Visa Inc.,Financial Services,329.515,626719653888,17.1,35.5,3.14,6.64,63.13,313.93,329.58,True,False,False,NO CLEAR ENTRY,False,51.76,NEUTRAL,5,"Berkshire Hathaway Still Has Not Sold Its Bank of America Stake. Here's What That Tells Long-Term Investors. | Robinhood opens platform to AI agents for trading, credit card purchases | Forget SoFi: 3 Fintech Stocks With Less Drama",28.76,22.19,20839749632.0,67.233,60.35,51.68,70.29,WATCHLIST
PANW,https://www.tradingview.com/chart/?symbol=PANW,"Palo Alto Networks, Inc.",Technology,248.1,201209102336,14.9,60.5,66.6,35.65,80.91,187.39,188.43,True,True,False,WATCH - OVERBOUGHT,False,64.37,POSITIVE,5,The Asymmetric AI Winner: Cybersecurity ETFs Gaining From Cloud Buildout | Palo Alto and CrowdStrike Stocks Fall on Cybersecurity Gloom. That’s an Opportunity. | Palo Alto Networks Turns AI Security Wins Into Real World Tests,137.83,62.34,2859225088.0,4.887,16.26,12.96,70.15,WATCHLIST
GL,https://www.tradingview.com/chart/?symbol=GL,Globe Life Inc.,Financial Services,153.495,11918082048,5.4,12.6,5.92,0.94,48.59,148.27,140.85,True,True,True,BULLISH TREND,False,52.26,NEUTRAL,5,Raised 2026 Guidance and Analyst Downgrade Might Change The Case For Investing In Globe Life (GL) | Morgan Stanley And Two Insurance Stocks Hit New Highs | Globe Life (GL) Up 1.7% Since Last Earnings Report: Can It Continue?,10.62,9.22,1317225088.0,53.588,20.46,19.38,69.98,WATCHLIST
KMI,https://www.tradingview.com/chart/?symbol=KMI,"Kinder Morgan, Inc.",Energy,32.535,72384708608,13.8,36.0,-1.31,6.09,58.8,32.53,28.9,True,True,True,BULLISH TREND,False,79.12,POSITIVE,5,Kinder Morgan (KMI) Stock Sinks As Market Gains: Here's Why | Will EPD's Strong Balance Sheet Support Long-Term Stability? | Why Natural Gas Stocks Still Yield More Than Most Dividend ETFs,21.84,21.29,1646875008.0,98.84,10.6,18.92,69.98,WATCHLIST
EBAY,https://www.tradingview.com/chart/?symbol=EBAY,eBay Inc.,Consumer Cyclical,113.1601,50243084288,19.5,7.1,24.96,12.83,60.5,102.04,92.19,True,True,True,BULLISH TREND,False,48.37,NEUTRAL,5,"Analysis-Wall Street awaits GameStop CEO Cohen's next move after eBay rejected takeover bid | Wayfair and Carvana Shares Are Soaring, What You Need To Know | GameStop & eBay – Activism: Governance from Investor & Board Perspectives: 2nd Princeton CorpGov Forum",26.07,16.73,1200375040.0,163.327,42.88,17.61,69.97,WATCHLIST
BNY,https://www.tradingview.com/chart/?symbol=BNY,BNY,Financial Services,139.48,95736143872,13.4,41.8,17.58,3.73,66.5,128.96,115.73,True,True,True,BULLISH TREND,False,58.34,NEUTRAL,5,Q1 Earnings Highlights: BNY (NYSE:BK) Vs The Rest Of The Custody Bank Stocks | Evaluating Bank of New York Mellon Corporation (BNY) As Recent Returns Highlight A Valuation Debate | Should You Be Adding Bank of New York Mellon (NYSE:BNY) To Your Watchlist Today?,17.33,14.43,,,13.47,28.72,69.97,WATCHLIST
QCOM,https://www.tradingview.com/chart/?symbol=QCOM,QUALCOMM Incorporated,Technology,228.13,240501719040,-3.5,173.0,61.31,51.86,60.26,160.92,160.32,True,True,True,BULLISH TREND,False,45.98,NEUTRAL,5,"Tech stocks today: Samsung defuses strike threat, Micron and SK Hynix join the $1 trillion club | Intel Stock Has Rallied 6x. What Could Break It? | Price Prediction: Qualcomm Stock Will Trade at This Price in 2028",24.51,21.45,9589624832.0,55.979,36.08,22.31,69.83,WATCHLIST
MSCI,https://www.tradingview.com/chart/?symbol=MSCI,MSCI Inc.,Financial Services,604.89,43992195072,14.1,49.1,6.16,2.72,64.3,566.38,561.51,True,True,True,BULLISH TREND,False,61.35,POSITIVE,5,"FedEx upgraded, Dollar General downgraded: Wall Street's top analyst calls | AI Momentum Stocks Beat Global Markets by 17 Percentage Points | Is MSCI (MSCI) Fairly Priced After Recent Mixed Share Price Performance?",34.49,26.94,1206103936.0,,,40.74,69.61,WATCHLIST
MDLZ,https://www.tradingview.com/chart/?symbol=MDLZ,"Mondelez International, Inc.",Consumer Defensive,62.18,79817342976,8.2,41.3,1.85,8.29,52.33,58.98,58.17,True,True,True,BULLISH TREND,False,57.73,NEUTRAL,5,5 High-Yield Stocks and ETFs to Buy and Hold for the Next Decade | The use of AI in food NPD is changing | A Look At Mondelez International (MDLZ) Valuation As Shares Show Renewed Momentum,30.78,18.34,2847500032.0,83.793,10.16,6.64,69.07,WATCHLIST
KO,https://www.tradingview.com/chart/?symbol=KO,The Coca-Cola Company,Consumer Defensive,82.04,352975650816,12.1,18.2,1.28,8.75,67.63,77.59,72.27,True,True,True,BULLISH TREND,False,56.37,NEUTRAL,5,4 Dividend Stocks to Hold for the Next 10 Years | The Best Warren Buffett Stocks to Buy With $300 Right Now | 5 High-Yield Stocks and ETFs to Buy and Hold for the Next Decade,25.8,23.55,3124250112.0,124.943,43.37,27.8,68.91,WATCHLIST
GRMN,https://www.tradingview.com/chart/?symbol=GRMN,Garmin Ltd.,Technology,239.855,46257524736,14.2,21.5,-4.77,-6.79,46.7,244.51,227.46,False,True,True,BUY THE DIP,False,64.91,POSITIVE,5,TKR or GRMN: Which Is the Better Value Stock Right Now? | Live Longer and Better. Does ’Biohacking’ Really Work? | Garmin (GRMN) Valuation Check After Earnings Beat And New Forerunner Watch Launch,26.74,23.23,810156096.0,2.331,19.9,23.26,68.89,WATCHLIST
FFIV,https://www.tradingview.com/chart/?symbol=FFIV,"F5, Inc.",Technology,391.685,22098573312,11.0,4.0,44.34,31.56,84.18,322.4,293.18,True,True,True,WATCH - OVERBOUGHT,False,67.48,POSITIVE,5,"F5 Stock: Is Wall Street Bullish or Bearish? | F5 (FFIV) Valuation Check After New Red Hat AI Security Milestones And Analyst Day Anticipation | Dear F5 Stock Fans, Mark Your Calendars for May 28",32.13,22.41,759182528.0,7.12,20.34,21.96,68.65,WATCHLIST
CASY,https://www.tradingview.com/chart/?symbol=CASY,"Casey's General Stores, Inc.",Consumer Cyclical,797.25,29551611904,0.3,49.8,16.37,-0.83,31.31,779.1,625.3,True,True,True,BULLISH TREND,False,61.81,POSITIVE,5,Casey’s (CASY) General Appears To Be A Hidden Jim Cramer Gem | 5 Non-Tech Thriving Nasdaq Stocks Enabling Its Northward Move in 2026 | Here's Why Casey's General Stores (CASY) is a Strong Momentum Stock,45.82,39.46,467817760.0,75.146,17.88,3.83,68.54,WATCHLIST
MS,https://www.tradingview.com/chart/?symbol=MS,Morgan Stanley,Financial Services,200.615,316427010048,16.3,31.9,21.13,6.05,62.05,181.54,168.59,True,True,True,BULLISH TREND,False,52.52,NEUTRAL,5,"Investors Say Time Is Now for Pemex to Tap Global Debt Markets | Is Wall Street underestimating MSFT AI revenue potential? Morgan Stanley weighs in | Top Wall Street Names See NVIDIA Stock at $330, But Buyers Just Walked Out",18.17,15.8,,502.246,16.39,24.75,68.5,WATCHLIST
CVS,https://www.tradingview.com/chart/?symbol=CVS,CVS Health Corporation,Healthcare,91.72,117028052992,6.1,63.1,15.8,17.05,62.21,80.95,77.03,True,True,True,BULLISH TREND,False,59.96,NEUTRAL,5,CVS sues to challenge new Tennessee PBM-pharmacy breakup law | Stocks Finish Mostly Higher on Iran Peace Progress | S&P 500 and Nasdaq 100 Climb to Record Highs on Tech Stock Strength,40.23,10.97,5201625088.0,100.912,3.75,0.72,68.4,WATCHLIST
PLD,https://www.tradingview.com/chart/?symbol=PLD,"Prologis, Inc.",Real Estate,146.53,136615485440,8.3,65.2,3.6,4.65,62.77,138.67,126.97,True,True,True,BULLISH TREND,False,63.71,POSITIVE,5,Maritime Startup Fund Aims to Help U.S. Catch China in Shipbuilding | 5 Reasons Invitation Homes Stock Looks Worth Buying Now | Prologis anchors $200M maritime innovation fund,36.82,43.12,4854310400.0,60.934,6.84,39.65,68.3,WATCHLIST
PODD,https://www.tradingview.com/chart/?symbol=PODD,Insulet Corporation,Healthcare,143.44,9935325184,33.9,159.0,-41.84,-23.83,42.65,186.71,270.67,False,False,False,NO CLEAR ENTRY,False,48.39,NEUTRAL,5,PODD and Omnipod 5: What's Driving Insulet's 2026 Growth | Insulet recalls 7M patch pumps due to leak risk | Beta Bionics to launch its first insulin patch pump to compete with Insulet,33.51,17.8,253375008.0,77.844,23.0,10.44,68.27,WATCHLIST
BALL,https://www.tradingview.com/chart/?symbol=BALL,Ball Corporation,Consumer Cyclical,56.675,15089520640,16.3,21.9,-15.32,-7.2,35.71,59.74,55.0,False,True,True,BUY THE DIP,False,66.62,POSITIVE,5,3 Mid-Cap Stocks We Steer Clear Of | Broyhill Asset Management Sold Ball Corporation (BALL) as the Thesis Validated | The 5 Most Interesting Analyst Questions From Ball’s Q1 Earnings Call,16.52,12.54,403500000.0,145.542,16.79,6.86,68.23,WATCHLIST
VRSN,https://www.tradingview.com/chart/?symbol=VRSN,"VeriSign, Inc.",Technology,297.25,27049750528,6.6,11.4,30.75,11.25,68.32,271.57,255.92,True,True,True,BULLISH TREND,False,66.61,POSITIVE,5,"What Are Wall Street Analysts' Target Price for VeriSign Stock? | The Bull Case For VeriSign (VRSN) Could Change Following Strong Q1, Higher Guidance And Dividend News - Learn Why | Is VeriSign, Inc. (VRSN) A Good Stock To Buy Now?",32.85,27.91,807275008.0,,,49.96,68.23,WATCHLIST
PFG,https://www.tradingview.com/chart/?symbol=PFG,"Principal Financial Group, Inc.",Financial Services,104.02,22469607424,-4.5,819.0,9.99,4.29,60.75,95.82,87.57,True,True,True,BULLISH TREND,False,63.58,POSITIVE,5,Are Wall Street Analysts Predicting Principal Financial Stock Will Climb or Sink? | Is Principal Small Cap Growth I Institutional (PGRTX) a Strong Mutual Fund Pick Right Now? | Principal Financial Group Integration With Employee Navigator And Valuation Context,14.92,10.19,1457624960.0,33.624,13.39,10.1,67.99,WATCHLIST
COST,https://www.tradingview.com/chart/?symbol=COST,Costco Wholesale Corporation,Consumer Defensive,1007.08,446793613312,21.5,45.5,-0.22,1.06,52.58,1007.06,955.19,True,True,True,BULLISH TREND,False,55.34,NEUTRAL,5,Earnings live updates: Zscaler stock plunges 31% on cautious guidance | Costco Faces High Bar Into Earnings | Is Costco Wholesale Corp's Stock a Buy Ahead of Its Q4 Earnings Report Tomorrow?,52.29,44.67,6690375168.0,60.257,29.65,2.99,67.88,WATCHLIST
CB,https://www.tradingview.com/chart/?symbol=CB,Chubb Limited,Financial Services,320.9199,124472016896,10.2,78.7,-5.57,-1.13,48.72,326.09,304.11,False,True,True,NO CLEAR ENTRY,False,54.17,NEUTRAL,5,Berkshire Hathaway Stock Lags Industry in 3 Months: Is it Still a Buy? | Assessing Chubb (CB) Valuation After Dividend Hike And New US$7.5b Buyback Program | What Chubb (CB)'s Bigger Buyback and Dividend Bump Means For Shareholders,11.35,10.97,12622624768.0,31.458,15.43,18.53,67.63,WATCHLIST
IEX,https://www.tradingview.com/chart/?symbol=IEX,IDEX Corporation,Industrials,211.235,15634570240,8.9,27.8,1.2,2.22,40.0,202.15,183.45,True,True,True,BULLISH TREND,False,52.39,NEUTRAL,5,Is IDEX (IEX) Outperforming Other Industrial Products Stocks This Year? | 3 Mid-Cap Stocks We’re Skeptical Of | Is IDEX (IEX) Still Attractive After Recent Gains And Mixed Valuation Signals,31.25,22.89,525024992.0,46.915,12.75,14.38,67.49,WATCHLIST
