Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
GOOG,https://www.tradingview.com/chart/?symbol=GOOG,Alphabet Inc.,Communication Services,368.19,4492865568768,21.8,82.0,21.02,-6.33,39.5,362.16,308.71,True,True,True,HIGH CONVICTION DIP BUY,True,61.56,POSITIVE,5,"SpaceX rockets past Amazon, eyes Microsoft in sprint toward $3 trillion | Nvidia joins the AI funding wave as it plans a $20B bond sale: A closer look | Elon Musk could lose nearly $1 trillion and still be the world's richest person",28.08,25.43,27921750016.0,20.026,38.88,37.92,93.62,BUY SIGNAL
ROP,https://www.tradingview.com/chart/?symbol=ROP,"Roper Technologies, Inc.",Technology,335.9,33898139648,11.3,59.2,-4.38,5.65,64.61,342.12,407.33,False,False,False,NO CLEAR ENTRY,False,70.75,POSITIVE,5,"Roche Oncology Milestones Spark Fresh Look At Valuation And Growth Potential | Strength in Technology Enabled Products Drives Roper: Can the Momentum Sustain? | Is Roper Technologies, Inc. (ROP) A Good Stock To Buy Now?",20.97,14.1,2169925120.0,55.606,9.01,21.12,63.26,WATCHLIST
CME,https://www.tradingview.com/chart/?symbol=CME,CME Group Inc.,Financial Services,259.395,93725310976,14.4,21.3,-16.92,-12.42,35.77,282.22,275.67,False,False,True,NO CLEAR ENTRY,False,56.81,NEUTRAL,5,"Gold prices today, Tuesday, June 16: Prices firming ahead of Fed meeting | Miami International Could Be Prediction Market Winner as Bettors Take Chances on Economic Data | Bond traders drastically shift Fed rate-hike bets",22.15,20.08,3030237440.0,14.059,15.92,63.32,63.24,WATCHLIST
CINF,https://www.tradingview.com/chart/?symbol=CINF,Cincinnati Financial Corporation,Financial Services,171.765,26569766912,11.6,,3.73,3.9,57.57,163.88,160.7,True,True,True,BULLISH TREND,False,50.98,NEUTRAL,5,Is Cincinnati Financial Stock Underperforming the S&P 500? | Why Cincinnati Financial (CINF) is a Great Dividend Stock Right Now | Cincinnati Financial Outperforms Industry in a Year: Time to Hold?,9.82,18.7,2748250112.0,5.626,18.73,21.33,63.18,WATCHLIST
RTX,https://www.tradingview.com/chart/?symbol=RTX,RTX Corporation,Industrials,185.57,249904054272,8.7,32.5,-9.57,6.07,58.27,181.71,180.77,True,True,True,BULLISH TREND,False,70.91,POSITIVE,5,Is Lockheed Martin Strengthening Its Sonar Defense Capabilities? | How Is RTX Strengthening Growth via Advanced Aircraft Interiors? | RTX to Invest $100 Million in Raytheon Rhode Island Facility,34.82,24.48,7233375232.0,57.229,11.57,8.03,63.12,WATCHLIST
PFG,https://www.tradingview.com/chart/?symbol=PFG,"Principal Financial Group, Inc.",Financial Services,111.745,24138303488,-4.5,819.0,30.29,11.78,75.8,99.89,88.82,True,True,True,WATCH - OVERBOUGHT,False,67.67,POSITIVE,5,Is State Street (STT) One of the Most Undervalued Quality Stocks to Invest In? | Is CPHYX a Strong Bond Fund Right Now? | Assessing State Street (STT) Valuation After New Principal Funds Servicing Win Draws Investor Attention,16.03,10.94,1457624960.0,33.624,13.39,10.1,63.11,WATCHLIST
CRM,https://www.tradingview.com/chart/?symbol=CRM,"Salesforce, Inc.",Technology,160.82,131711582208,13.3,52.2,-18.5,-3.79,39.47,179.08,216.66,False,False,False,NO CLEAR ENTRY,False,62.11,POSITIVE,5,Salesforce makes gutsy bet to win AI agent race | A new technology is learning how to move money | 1 AI Stock to Buy Before Its Revenue Accelerates in the Back Half of 2026,18.66,10.35,16552999936.0,124.282,16.91,18.73,63.07,WATCHLIST
CNC,https://www.tradingview.com/chart/?symbol=CNC,Centene Corporation,Healthcare,62.27,30748739584,5.1,18.3,79.14,6.08,61.56,52.24,41.56,True,True,True,BULLISH TREND,False,41.24,NEUTRAL,5,Centene offers buyouts to workers as Obamacare enrollment slides | Why Did UnitedHealth Stock Choose Pain Over Growth? | Centene offers employee buyouts amid membership losses,,13.98,6847499776.0,76.049,-26.04,-3.61,63.05,WATCHLIST
KO,https://www.tradingview.com/chart/?symbol=KO,The Coca-Cola Company,Consumer Defensive,80.385,345833537536,12.1,18.2,3.96,0.1,53.73,,,False,False,False,NO CLEAR ENTRY,False,42.28,NEUTRAL,5,Coca-Cola vs. Keurig: Which Beverage Stock Should Investors Choose? | Inflationary Woes Continue Despite End of Iran War: 5 Defensive Picks | SCHD Now Concentrates 42 Percent of Your Money in Just 10 Stocks. Here Is Who Should Still Own It,25.28,23.07,3124250112.0,124.943,43.37,27.8,62.98,WATCHLIST
EW,https://www.tradingview.com/chart/?symbol=EW,Edwards Lifesciences Corporation,Healthcare,88.95,51217408000,16.7,8.2,6.45,9.36,54.16,82.94,81.88,True,True,True,BULLISH TREND,False,50.0,NEUTRAL,5,"Edwards Lifesciences Seen Benefiting From CMS Transcatheter Aortic Valve Replacement Rule, RBC Says | SpaceX, Rackspace surge premarket; Edgewise Therapeutics, Huntsman fall | CMS proposes Medicare coverage expansion for TAVR",48.08,26.41,902137472.0,6.806,10.46,17.39,62.95,WATCHLIST
ULTA,https://www.tradingview.com/chart/?symbol=ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,467.48,20096643072,11.1,15.5,-9.53,-6.18,30.54,514.81,564.59,False,False,False,NO CLEAR ENTRY,False,77.75,POSITIVE,5,How Ulta Beauty Is Expanding Beyond Traditional Beauty Retail? | Foot Locker vet to lead operations at Kohl’s | Klarna (KLAR) Partners With Ulta Beauty To Bring Flexible Payments To U.S. Shoppers,17.51,14.69,973080128.0,89.209,47.45,9.35,62.77,WATCHLIST
JBHT,https://www.tradingview.com/chart/?symbol=JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,279.32,26339653632,4.6,27.4,38.04,9.68,60.75,254.34,200.99,True,True,True,BULLISH TREND,False,39.79,NEGATIVE,5,Routing guides are crumbling: ‘It is different this time’ | Stocks Settle Sharply Lower on Escalating Middle East Tensions | How Investors Are Reacting To J.B. Hunt (JBHT) Record Intermodal Volumes And Margin Recovery,43.44,30.43,829849984.0,43.622,16.68,5.13,62.73,WATCHLIST
C,https://www.tradingview.com/chart/?symbol=C,Citigroup Inc.,Financial Services,142.85,243641679872,15.9,56.1,33.7,14.44,75.73,127.94,111.75,True,True,True,WATCH - OVERBOUGHT,False,46.08,NEUTRAL,5,U.S. market is broadening but Nasdaq positioning risks remain: Citi | Citigroup Stock at Multi-Year High: Why Investors Should Stay Invested | HSBC Close to Picking Buyer for Singapore Insurance Business,17.66,11.4,,,7.65,20.36,62.64,WATCHLIST
ADSK,https://www.tradingview.com/chart/?symbol=ADSK,"Autodesk, Inc.",Technology,202.3699,42729443328,18.4,231.4,-18.98,-13.47,30.81,235.1,271.46,False,False,False,NO CLEAR ENTRY,False,43.39,NEUTRAL,5,Autodesk Stock At Recent Lows Spurs Unusual Put Options Activity - Is ADSK Too Cheap? | Should You Buy The Dip In Adobe Stock? | Adobe’s Pivot: A Genius Bet Or A Costly Distraction?,29.54,14.19,3060999936.0,85.419,50.4,19.49,62.62,WATCHLIST
IQV,https://www.tradingview.com/chart/?symbol=IQV,IQVIA Holdings Inc.,Healthcare,179.285,29922666496,8.4,15.0,8.73,6.01,63.83,173.36,195.5,True,False,False,NO CLEAR ENTRY,False,52.52,NEUTRAL,5,Global Healthcare Infrastructure Strengthens IQV Amid Weak Liquidity | 2 S&P 500 Stocks Worth Investigating and 1 Facing Headwinds | Q1 Earnings Roundup: IQVIA (NYSE:IQV) And The Rest Of The Drug Development Inputs & Services Segment,22.27,12.63,2156750080.0,255.426,22.49,8.33,62.55,WATCHLIST
CBOE,https://www.tradingview.com/chart/?symbol=CBOE,"Cboe Global Markets, Inc.",Financial Services,274.985,28778219520,6.5,54.4,-5.56,-23.17,22.1,317.32,273.14,False,True,True,NO CLEAR ENTRY,False,53.82,NEUTRAL,5,"Chip stocks surge, oil slides closer to $80 on US-Iran deal, Fox to acquire Roku | SpaceX Options’ First Day of Trading Is Already Breaking Records | SpaceX Options Launch After $1.765 Trillion IPO Valuation",23.46,18.69,1003075008.0,29.489,25.14,25.77,62.16,WATCHLIST
TFC,https://www.tradingview.com/chart/?symbol=TFC,Truist Financial Corporation,Financial Services,49.095,61160214528,5.2,25.3,11.43,4.16,51.69,48.98,47.01,True,True,True,BULLISH TREND,False,54.99,NEUTRAL,5,"Fiserv CEO Change Timing Amid Ongoing Initiatives Triggers Concerns, Deutsche Bank Says | Michael Burry Sees Opportunity as Fiserv Stock Crashes After CEO Exit | Truist is Bullish on Nurix Therapeutics, Inc. (NRIX)",12.15,9.59,,,8.58,29.62,62.15,WATCHLIST
KMB,https://www.tradingview.com/chart/?symbol=KMB,Kimberly-Clark Corporation,Consumer Defensive,104.29,34618060800,2.7,17.9,5.45,9.36,65.97,96.78,103.45,True,True,False,BULLISH TREND,False,62.48,POSITIVE,5,Kimberly-Clark credits supply chain for productivity gains | Kimberly-Clark Pull-Ups Learning Layer Aims To Support Earnings Growth | Wall Street CIO: The AI Trade is “Technically Unsustainable.” Buy These Two Industries Instead.,20.17,13.76,1054625024.0,371.264,111.73,12.8,62.1,WATCHLIST
INTU,https://www.tradingview.com/chart/?symbol=INTU,Intuit Inc.,Technology,276.1,75523563520,10.4,10.7,-38.77,-27.01,40.23,361.87,527.09,False,False,False,NO CLEAR ENTRY,False,63.15,POSITIVE,5,"Intuit (INTU) Fell Amid SaaS Model Repricing | Intuit Stock's Real Growth Story Isn't The One You're Watching | If You’re Looking for the ‘Next Big Thing’ Before the OpenAI and Anthropic IPOs, Try This Barchart Stock Screener",16.84,10.1,5232000000.0,33.448,22.5,21.91,62.1,WATCHLIST
CEG,https://www.tradingview.com/chart/?symbol=CEG,Constellation Energy Corporation,Utilities,270.74,96681795584,63.8,1091.0,-11.26,1.32,40.41,284.55,318.81,False,False,False,NO CLEAR ENTRY,False,65.29,POSITIVE,5,Vistra Outperforms Industry in the Past Month: Buy or Hold the Stock? | Constellation Energy (CEG) Passes Another Regulatory Hurdle For Three Mile Island Nuclear Plant | How Constellation’s US$3.09 Billion Equity Raise And AI Power Deals At Constellation Energy (CEG) Has Changed Its Investment Story,23.5,19.9,-4478875136.0,66.428,16.1,12.69,62.07,WATCHLIST
YUM,https://www.tradingview.com/chart/?symbol=YUM,"Yum! Brands, Inc.",Consumer Cyclical,157.97,43539881984,15.2,72.2,-1.88,5.85,61.6,154.43,151.74,True,True,True,BULLISH TREND,False,54.64,NEUTRAL,5,"Trending: Robinhood cuts 10% of workforce, Yum Brands sells Pizza Hut, Qualcomm's AI deal | Why Yum! Brands just sold the iconic Pizza Hut chain to LongRange Capital and Yum China | YUM Stock Gains — Yum Brands Offloads Pizza Hut Chain In Massive $2.7B Divestiture",25.48,21.08,1261500032.0,,,20.48,62.07,WATCHLIST
UNP,https://www.tradingview.com/chart/?symbol=UNP,Union Pacific Corporation,Industrials,268.35,159322947584,3.2,6.2,11.37,0.15,48.85,262.0,239.19,True,True,True,BULLISH TREND,False,48.16,NEUTRAL,5,Union Pacific Corporation (UNP) Makes Submissions Supporting $85B Merger with Norfolk Southern | Today’s AI market hits all 5 warning signs that preceded 2000 Nasdaq crash. | Union Pacific Merger Talk Sparks Agricultural Shipper Concerns And Regulatory Focus,22.07,19.59,4034374912.0,162.246,40.69,29.2,62.05,WATCHLIST
CVS,https://www.tradingview.com/chart/?symbol=CVS,CVS Health Corporation,Healthcare,100.615,128377421824,6.1,63.1,33.83,3.57,75.27,87.21,78.84,True,True,True,WATCH - OVERBOUGHT,False,44.06,NEUTRAL,5,"Why Did UnitedHealth Stock Choose Pain Over Growth? | Express Scripts, PCMA sue to block Tennessee law breaking up PBMs and pharmacies | CVS Health's Comeback Is Just Getting Started -- and Its Valuation Still Looks Shockingly Cheap",44.13,12.01,5201625088.0,100.912,3.75,0.72,62.02,WATCHLIST
VMC,https://www.tradingview.com/chart/?symbol=VMC,Vulcan Materials Company,Basic Materials,301.75,39153537024,7.4,29.7,13.69,9.91,70.81,283.37,290.33,True,True,False,WATCH - OVERBOUGHT,False,52.99,NEUTRAL,5,Vulcan Materials (VMC) Stock After Construction Boom Hype Is The Price Still Justified | How Vulcan’s Big Q1 Earnings Beat Versus Cautious Sentiment At Vulcan Materials (VMC) Has Changed Its Investment Story | Vulcan Materials (VMC) Stock Valuation Check After Recent Momentum And Premium P/E Ratio,35.75,27.89,244387504.0,61.249,13.46,13.81,61.89,WATCHLIST
DECK,https://www.tradingview.com/chart/?symbol=DECK,Deckers Outdoor Corporation,Consumer Cyclical,112.53,15628274688,9.6,-4.8,10.64,18.49,52.36,105.64,103.35,True,True,True,BULLISH TREND,False,57.0,NEUTRAL,5,Ugg Brand Owner Deckers Outdoor Corp. Loses Patent Case Against Quince | Deckers (DECK) Stock Sinks As Market Gains: What You Should Know | Is Deckers Outdoor Stock Underperforming the Dow?,16.03,13.56,858725120.0,15.01,40.86,18.71,61.76,WATCHLIST
CTVA,https://www.tradingview.com/chart/?symbol=CTVA,"Corteva, Inc.",Basic Materials,76.785,51355344896,11.0,12.1,-2.63,-6.38,35.83,79.83,72.42,False,True,True,BUY THE DIP,False,64.44,POSITIVE,5,"Can Higher Avocado Pricing Sustain Mission Produce's Growth? | Corteva (CTVA) Stock Valuation As Industry Commentary Highlights Growth Efforts And Ongoing Headwinds | Zacks Industry Outlook Highlights Corteva, Archer Daniels Midland, The Scotts, Miracle-Gro, Adecoagro and Mission Produce",41.51,18.69,2576124928.0,13.64,5.14,6.5,61.46,WATCHLIST
CRWD,https://www.tradingview.com/chart/?symbol=CRWD,"CrowdStrike Holdings, Inc.",Technology,682.57,173758300160,25.6,,61.04,14.9,55.32,555.25,486.77,True,True,True,BULLISH TREND,False,57.89,NEUTRAL,5,A new technology is learning how to move money | Databricks strikes deal to buy Panther Labs in cybersecurity push | Can CrowdStrike's Next-Gen SIEM Sustain Its Strong Growth Momentum?,,109.21,1926365056.0,17.568,-0.25,-0.6,61.43,WATCHLIST
RMD,https://www.tradingview.com/chart/?symbol=RMD,ResMed Inc.,Healthcare,194.98,28283092992,10.8,10.5,-15.2,-3.42,39.78,208.38,242.26,False,False,False,NO CLEAR ENTRY,False,53.38,NEUTRAL,5,ResMed (RMD) Stock Valuation Check After Mixed Returns And Undervaluation Signals | Is ResMed Inc. (RMD) A Good Stock To Buy Now? | Is ResMed Stock Underperforming the Dow?,18.8,16.09,1446655104.0,12.988,25.25,27.44,61.32,WATCHLIST
APA,https://www.tradingview.com/chart/?symbol=APA,APA Corporation,Energy,34.14,12067473408,-11.9,32.2,-0.5,-8.0,36.67,38.12,29.32,False,True,True,BUY THE DIP,False,66.28,POSITIVE,5,1 Value Stock to Own for Decades and 2 We Ignore | APA Corporation Acquires Savant Alaska in $70 Million Deal | Stocks Rally as US-Iran Peace Deal Sinks Oil and Bond Yields,7.96,7.92,1691250048.0,61.314,26.22,18.31,61.3,WATCHLIST
DOC,https://www.tradingview.com/chart/?symbol=DOC,"Healthpeak Properties, Inc.",Real Estate,20.2499,13960680448,7.1,363.9,19.25,5.67,61.99,,,False,False,False,NO CLEAR ENTRY,False,65.64,POSITIVE,5,"Jim Cramer Highlights Healthpeak Properties and Its Strong Dividend Yield | SpaceX initiated, Intel upgraded: Wall Street's top analyst calls | Diversified Healthcare (DHC) Surges 5.9%: Is This an Indication of Further Gains?",63.28,135.0,1109761536.0,118.243,2.8,7.73,61.3,WATCHLIST
WTW,https://www.tradingview.com/chart/?symbol=WTW,Willis Towers Watson Public Limited Company,Financial Services,258.585,24420468736,8.5,33.0,-11.0,4.42,52.11,268.29,305.49,False,False,False,NO CLEAR ENTRY,False,57.45,NEUTRAL,5,CPA Australia says rate hold offers only temporary relief as cost pressures persist | Willis Towers Watson (WTW) Expands International Property Facility with Up to $60M Follow Capacity per Placement | Is Willis Towers Watson Stock Underperforming the Dow?,15.19,11.65,2052125056.0,85.693,20.61,16.84,61.2,WATCHLIST
WDAY,https://www.tradingview.com/chart/?symbol=WDAY,"Workday, Inc.",Technology,126.08,31138416640,13.5,248.0,-5.65,0.86,51.19,127.87,180.74,False,False,False,NO CLEAR ENTRY,False,56.11,NEUTRAL,5,Workday (WDAY) Just Partnered With Amazon And Short Sellers Are Still Dominating | Workday (WDAY) Slid Over AI Risk | How one terrible trip inspired a tech IPO: Navan Co-Founder,39.28,9.97,3118749952.0,56.936,10.86,8.6,61.14,WATCHLIST
PSA,https://www.tradingview.com/chart/?symbol=PSA,Public Storage,Real Estate,321.15,56387403776,3.2,32.8,11.85,10.83,70.79,,,False,False,False,WATCH - OVERBOUGHT,False,63.06,POSITIVE,5,Public Storage (PSA) Stock Valuation Check After Recent Share Price Momentum | AMT vs. PSA: Which Stock Is the Better Value Option? | Baron Real Estate Fund Added Public Storage (PSA) Ahead of Inflection,33.14,30.65,2337331968.0,107.646,20.18,39.06,61.09,WATCHLIST
TRMB,https://www.tradingview.com/chart/?symbol=TRMB,Trimble Inc.,Technology,50.36,11739496448,11.8,55.6,-24.38,-9.68,28.21,60.68,71.82,False,False,False,NO CLEAR ENTRY,False,54.35,NEUTRAL,5,2 S&P 500 Stocks to Target This Week and 1 That Underwhelm | Trimble (TRMB) Is Among The Top Lowest Forward P/E Stocks In The S&P 500 | Trimble Inc. (TRMB): 7 Best Automation Stocks to Buy for Warehouse Construction,26.37,12.35,370112512.0,25.062,8.25,12.38,61.0,WATCHLIST
BXP,https://www.tradingview.com/chart/?symbol=BXP,"BXP, Inc.",Real Estate,66.09,11784601600,0.6,65.5,28.12,12.97,72.32,59.38,63.98,True,True,False,WATCH - OVERBOUGHT,False,61.91,POSITIVE,5,Is Alexandria Real Estate Stock Underperforming the Dow? | BXP Stock Gains 20.7% in Three Months: Will the Momentum Last? | Are Wall Street Analysts Bullish on BXP Stock?,33.21,31.1,941118656.0,211.994,5.53,10.04,60.7,WATCHLIST
WYNN,https://www.tradingview.com/chart/?symbol=WYNN,"Wynn Resorts, Limited",Consumer Cyclical,104.92,10889303040,9.2,50.9,4.54,10.23,64.55,103.24,113.72,True,False,False,NO CLEAR ENTRY,False,60.0,POSITIVE,5,"What Makes Wynn Resorts, Limited (WYNN) an Attractively Valued Company? | Is Las Vegas Sands Stock Outperforming the S&P 500? | Will Macau Momentum and UAE Expansion Shift Wynn Resorts' (WYNN) Luxury Gaming Narrative?",30.06,19.41,356894624.0,,,5.14,60.7,WATCHLIST
AMCR,https://www.tradingview.com/chart/?symbol=AMCR,Amcor plc,Consumer Cyclical,41.54,19205840896,77.4,-11.7,4.02,15.1,63.94,38.8,40.68,True,True,False,BULLISH TREND,False,65.17,POSITIVE,5,Amcor names new leadership for flexible packaging and investor relations | Amcor taps Avery Dennison exec to lead global flexibles | Is Amcor plc (AMCR) A Good Stock To Buy Now?,33.23,9.69,149500000.0,143.74,8.74,3.06,60.66,WATCHLIST
HSY,https://www.tradingview.com/chart/?symbol=HSY,The Hershey Company,Consumer Defensive,182.71,37061513216,10.6,93.6,-16.35,-3.26,39.3,189.3,191.5,False,False,False,NO CLEAR ENTRY,False,48.78,NEUTRAL,5,The Hershey Company (HSY) Strengthens from Diverse Factors | Hershey Adds Tech Veteran Joe Park To Guide Digital And Margin Choices | The Death Cross Is Lying: Why Wall Street Is Still Loading Up on Hershey and Vertex,33.96,18.38,1527240576.0,120.011,23.23,9.12,60.55,WATCHLIST
SMCI,https://www.tradingview.com/chart/?symbol=SMCI,"Super Micro Computer, Inc.",Technology,29.495,17738840064,122.7,326.0,-7.42,-10.7,41.33,32.39,35.74,False,False,False,NO CLEAR ENTRY,False,67.85,POSITIVE,5,Nvidia joins the AI funding wave as it plans a $20B bond sale: A closer look | Is SMCI Still an AI Winner? The Bull vs Bear Case | SMCZ vs. SMCX: Betting Against or All-In on Super Micro?,15.52,9.3,-7448383488.0,120.798,17.88,3.7,60.53,WATCHLIST
SNDK,https://www.tradingview.com/chart/?symbol=SNDK,Sandisk Corporation,Technology,2029.755,300408897536,251.0,,188.47,46.79,70.35,1319.92,582.97,True,True,True,WATCH - OVERBOUGHT,False,49.67,NEUTRAL,5,"Oil and US gas prices retreat on US-Iran ceasefire | Stock Market Today: Dow Hits A High, Nasdaq Lags; SpaceX Surges, Aerospace Play Breaks Out (Live Coverage) | Western Digital Jumps 7% on Morgan Stanley’s 33% Price-Target Hike, Seagate Gains 5% as the AI Storage Boom Rolls On",69.23,11.08,2259500032.0,1.503,39.3,34.19,60.47,WATCHLIST
CDW,https://www.tradingview.com/chart/?symbol=CDW,CDW Corporation,Technology,130.41,16660327424,9.2,7.7,10.98,28.52,65.8,124.3,135.44,True,False,False,NO CLEAR ENTRY,False,56.18,NEUTRAL,5,CDW (CDW) Stock Price Jumps 29% Is The Valuation Story Changing? | Why Is Amdocs (DOX) Down 9.5% Since Last Earnings Report? | How Is CDW's Stock Performance Compared to Other Technology Stocks?,15.88,11.2,884099968.0,240.522,44.16,4.7,60.39,WATCHLIST
TGT,https://www.tradingview.com/chart/?symbol=TGT,Target Corporation,Consumer Defensive,133.98,60852523008,6.7,-24.7,15.55,8.86,66.16,125.27,105.25,True,True,True,BULLISH TREND,False,60.19,POSITIVE,5,"Oil and US gas prices retreat on US-Iran ceasefire | Target Brings Back Isaac Mizrahi In Design Role | It Wasn’t a Strait of Hormuz Relief Rally, After All",17.72,15.05,3141250048.0,117.548,22.02,3.24,60.37,WATCHLIST
CCEP,https://www.tradingview.com/chart/?symbol=CCEP,Coca-Cola Europacific Partners PLC,Consumer Defensive,98.94,43808362496,0.2,68.3,-0.61,10.09,66.14,94.11,91.8,True,True,True,BULLISH TREND,False,58.88,NEUTRAL,5,Coca-Cola’s America250 Push Highlights Packaging Rewards And Plastic Risks | A Look At Coca-Cola Europacific Partners (ENXTAM:CCEP) Valuation After Recent Share Price Weakness | Wall Street Futures Advance Premarket Tuesday on Mid East Peace Talks Optimism,20.07,17.46,1747874944.0,130.001,22.89,9.29,60.36,WATCHLIST
